,area,price_sqm,asking_price,nbr_rooms,living_space,rent,additional,year_built,closing_price,bi_area,price_inc_percent,time
2449,kungsholmen,69231.0,6295000.0,3.0,91.0,4098.0,16143.0,2012.0,6300000,0.0,0.0007942811755361397,0.9584964761158966
2450,kungsholmen,84058.0,4995000.0,3.0,69.0,5057.0,0.0,1997.0,5800000,0.0,0.16116116116116114,0.9584964761158966
2451,kungsholmen,107407.0,2495000.0,1.0,27.0,1371.0,6000.0,1907.0,2900000,0.0,0.1623246492985972,0.9584964761158966
2452,kungsholmen,81132.0,3795000.0,2.0,53.0,2074.0,3600.0,1929.0,4300000,0.0,0.13306982872200265,0.9584964761158966
2453,kungsholmen,81351.0,5450000.0,3.0,74.0,2020.0,0.0,1926.0,6020000,0.0,0.10458715596330276,0.9584964761158966
2454,gardet,101064.0,4295000.0,2.0,47.0,3017.0,0.0,2018.0,4750000,0.0,0.1059371362048894,0.9584964761158966
2455,vasastan,95735.0,2850000.0,1.0,34.0,2074.0,3300.0,1916.0,3255000,0.0,0.14210526315789473,0.9581049334377447
2456,vasastan,81210.0,4995000.0,2.0,62.0,1923.0,0.0,1926.0,5035000,0.0,0.008008008008008008,0.9581049334377447
2457,vasastan,122674.0,9250000.0,3.0,86.0,3620.0,0.0,1881.0,10550000,0.0,0.14054054054054055,0.9581049334377447
2458,vasastan,95205.0,6750000.0,3.0,73.0,3592.0,7200.0,1936.0,6950000,0.0,0.02962962962962963,0.9581049334377447
2459,vasastan,102941.0,2995000.0,1.0,34.0,1115.0,3300.0,1906.0,3500000,0.0,0.1686143572621035,0.9581049334377447
2460,gardet,92958.0,5995000.0,3.0,71.0,2627.0,3600.0,1992.0,6600000,0.0,0.10091743119266056,0.9581049334377447
2461,vasastan,92531.0,7495000.0,4.0,81.0,4451.0,0.0,2018.0,7495000,0.0,0.0,0.9581049334377447
2462,vasastan,105645.0,6550000.0,2.0,62.0,3807.0,0.0,2019.0,6550000,0.0,0.0,0.9581049334377447
2463,kungsholmen,84884.0,3250000.0,2.0,43.0,2091.0,0.0,1929.0,3650000,0.0,0.12307692307692307,0.9581049334377447
2464,kungsholmen,104839.0,2850000.0,1.0,31.0,1127.0,0.0,1886.0,3250000,0.0,0.14035087719298245,0.9581049334377447
2465,kungsholmen,88608.0,3150000.0,2.0,39.5,3009.0,5040.0,1934.0,3500000,0.0,0.1111111111111111,0.9581049334377447
2466,kungsholmen,92857.0,2695000.0,1.0,28.0,1645.0,3948.0,1939.0,2600000,0.0,-0.03525046382189239,0.9581049334377447
2467,kungsholmen,94444.0,5250000.0,2.0,63.0,1548.0,4860.0,1929.0,5950000,0.0,0.13333333333333333,0.9581049334377447
2468,gardet,72222.0,3995000.0,2.0,54.0,3204.0,0.0,2013.0,3900000,0.0,-0.023779724655819776,0.9581049334377447
2469,kungsholmen,77059.0,2495000.0,1.5,34.0,1847.0,1044.0,1931.0,2620000,0.0,0.050100200400801605,0.9581049334377447
2470,gardet,83495.0,4450000.0,2.0,51.5,2884.0,0.0,2017.0,4300000,0.0,-0.033707865168539325,0.9581049334377447
2471,gardet,85333.0,2795000.0,2.0,37.5,1723.0,3250.0,1941.0,3200000,0.0,0.1449016100178891,0.9581049334377447
2472,kungsholmen,88857.0,5995000.0,2.5,70.0,2894.0,0.0,1929.0,6220000,0.0,0.03753127606338615,0.9581049334377447
2473,vasastan,82000.0,2995000.0,1.5,40.0,2369.0,4900.0,1928.0,3280000,0.0,0.09515859766277128,0.9581049334377447
2474,sodermalm,96286.0,2995000.0,1.0,35.0,1645.0,8523.0,1910.0,3370000,0.0,0.12520868113522535,0.9581049334377447
2475,sodermalm,86486.0,2795000.0,1.5,37.0,1497.0,8088.0,1964.0,3200000,0.0,0.1449016100178891,0.9581049334377447
2476,ostermalm,98298.0,4650000.0,1.0,47.0,1856.0,6000.0,1923.0,4620000,0.0,-0.0064516129032258064,0.9581049334377447
2477,ostermalm,79091.0,3900000.0,2.0,55.0,4078.0,0.0,1928.0,4350000,0.0,0.1153846153846154,0.9581049334377447
2478,ostermalm,113699.0,4150000.0,2.0,36.5,2019.0,4200.0,1937.0,4150000,0.0,0.0,0.9581049334377447
2479,ostermalm,93182.0,5475000.0,3.0,66.0,1664.0,0.0,1897.0,6150000,0.0,0.1232876712328767,0.9581049334377447
2480,sodermalm,97321.0,4995000.0,2.0,56.0,2926.0,0.0,1905.0,5450000,0.0,0.09109109109109108,0.9581049334377447
2481,sodermalm,92308.0,7200000.0,3.0,78.0,3347.0,3360.0,1904.0,7200000,0.0,0.0,0.9581049334377447
2482,sodermalm,83258.0,6995000.0,3.0,89.0,3681.0,7400.0,1890.0,7410000,0.0,0.059328091493924234,0.9581049334377447
2483,sodermalm,108000.0,2495000.0,1.0,25.0,758.0,6120.0,1931.0,2700000,0.0,0.08216432865731463,0.9581049334377447
2484,sodermalm,75000.0,2995000.0,1.5,40.0,2057.0,6600.0,1929.0,3000000,0.0,0.001669449081803005,0.9581049334377447
2485,sodermalm,97661.0,4750000.0,3.0,62.0,3187.0,7500.0,1911.0,6055000,0.0,0.2747368421052632,0.9581049334377447
2486,sodermalm,82051.0,2995000.0,1.5,39.0,2485.0,7764.0,1936.0,3200000,0.0,0.06844741235392321,0.9581049334377447
2487,sodermalm,67615.0,4395000.0,2.5,65.0,3728.0,7548.0,1931.0,4395000,0.0,0.0,0.9581049334377447
2488,sodermalm,108000.0,2195000.0,1.0,25.0,1871.0,4300.0,1935.0,2700000,0.0,0.2300683371298405,0.9581049334377447
2489,sodermalm,75000.0,3395000.0,2.0,52.0,2386.0,3960.0,1930.0,3900000,0.0,0.1487481590574374,0.9581049334377447
2490,vasastan,94318.0,3595000.0,2.0,44.0,2109.0,5160.0,1913.0,4150000,0.0,0.15438108484005564,0.9577133907595928
2491,vasastan,102778.0,4795000.0,2.0,54.0,3034.0,3000.0,1912.0,5550000,0.0,0.15745568300312826,0.9577133907595928
2492,vasastan,99091.0,9975000.0,3.0,110.0,4035.0,18000.0,1914.0,10900000,0.0,0.09273182957393483,0.9577133907595928
2493,vasastan,94809.0,5775000.0,3.0,76.1,2053.0,0.0,1927.0,7215000,0.0,0.2493506493506493,0.9577133907595928
2494,vasastan,124878.0,2250000.0,1.0,20.5,1530.0,0.0,1924.0,2560000,0.0,0.13777777777777778,0.9577133907595928
2495,gardet,87757.0,4695000.0,2.0,53.5,2463.0,4848.0,1962.0,4695000,0.0,0.0,0.9577133907595928
2496,vasastan,104167.0,5675000.0,2.0,60.0,1822.0,4200.0,1911.0,6250000,0.0,0.1013215859030837,0.9577133907595928
2497,vasastan,92982.0,4495000.0,2.5,57.0,2933.0,4560.0,1906.0,5300000,0.0,0.17908787541713014,0.9577133907595928
2498,vasastan,80254.0,4475000.0,2.0,59.0,2393.0,4800.0,1931.0,4735000,0.0,0.05810055865921788,0.9577133907595928
2499,vasastan,112692.0,2395000.0,1.0,26.0,1496.0,4200.0,1926.0,2930000,0.0,0.2233820459290188,0.9577133907595928
2500,gardet,67760.0,2995000.0,2.0,44.2,2960.0,6900.0,1936.0,2995000,0.0,0.0,0.9577133907595928
2501,vasastan,88983.0,4995000.0,2.0,59.0,1644.0,0.0,1911.0,5250000,0.0,0.05105105105105105,0.9577133907595928
2502,gardet,73788.0,4995000.0,2.0,66.0,3378.0,3223.0,1974.0,4870000,0.0,-0.025025025025025027,0.9577133907595928
2503,gardet,75000.0,3995000.0,3.0,60.0,3181.0,6600.0,1938.0,4500000,0.0,0.12640801001251564,0.9577133907595928
2504,gardet,76433.0,5495000.0,3.0,78.5,3216.0,6120.0,2011.0,6000000,0.0,0.091901728844404,0.9577133907595928
2505,gardet,93902.0,3495000.0,2.0,41.0,1588.0,4200.0,1943.0,3850000,0.0,0.10157367668097282,0.9577133907595928
2506,gardet,98485.0,2695000.0,1.5,33.0,1654.0,3600.0,1936.0,3250000,0.0,0.20593692022263446,0.9577133907595928
2507,gardet,94444.0,2995000.0,2.0,36.0,2397.0,5832.0,1939.0,3400000,0.0,0.1352253756260434,0.9577133907595928
2508,vasastan,95833.0,5695000.0,2.0,66.0,2448.0,6000.0,1926.0,6325000,0.0,0.1106233538191396,0.9577133907595928
2509,ostermalm,112911.0,8475000.0,3.0,79.0,2971.0,5400.0,1898.0,8920000,0.0,0.052507374631268436,0.9577133907595928
2510,kungsholmen,90741.0,2295000.0,1.0,27.0,1249.0,0.0,1938.0,2450000,0.0,0.06753812636165578,0.9577133907595928
2511,lilla_essingen,96296.0,2250000.0,1.0,27.0,1639.0,1800.0,1938.0,2600000,0.0,0.15555555555555556,0.9577133907595928
2512,lilla_essingen,66154.0,3995000.0,2.0,65.0,3885.0,4387.0,1932.0,4300000,0.0,0.07634543178973717,0.9577133907595928
2513,kungsholmen,100000.0,3350000.0,1.5,38.5,903.0,4800.0,1930.0,3850000,0.0,0.14925373134328354,0.9577133907595928
2514,kungsholmen,86301.0,5650000.0,3.0,73.0,2792.0,4860.0,1929.0,6300000,0.0,0.11504424778761063,0.9577133907595928
2515,kungsholmen,85484.0,2495000.0,1.5,31.0,2422.0,0.0,1938.0,2650000,0.0,0.06212424849699399,0.9577133907595928
2516,kungsholmen,101111.0,2250000.0,1.0,27.0,2210.0,0.0,1934.0,2730000,0.0,0.21333333333333332,0.9577133907595928
2517,kungsholmen,55952.0,4995000.0,3.0,84.0,4549.0,5520.0,1989.0,4700000,0.0,-0.05905905905905906,0.9577133907595928
2518,ostermalm,92308.0,3195000.0,2.0,39.0,2878.0,2498.0,1928.0,3600000,0.0,0.1267605633802817,0.9577133907595928
2519,kungsholmen,113793.0,2850000.0,1.0,29.0,762.0,3960.0,1912.0,3300000,0.0,0.15789473684210525,0.9577133907595928
2520,kungsholmen,94400.0,6750000.0,3.0,75.0,3679.0,5400.0,1898.0,7080000,0.0,0.048888888888888885,0.9577133907595928
2521,kungsholmen,92857.0,3495000.0,2.0,42.0,1875.0,0.0,1899.0,3900000,0.0,0.11587982832618025,0.9577133907595928
2522,ostermalm,91667.0,3195000.0,2.0,36.0,1585.0,8100.0,1942.0,3300000,0.0,0.03286384976525822,0.9577133907595928
2523,ostermalm,70068.0,4750000.0,3.0,73.0,1750.0,0.0,1970.0,5115000,0.0,0.07684210526315789,0.9577133907595928
2524,ostermalm,96364.0,2750000.0,1.0,33.0,1217.0,3500.0,1897.0,3180000,0.0,0.15636363636363634,0.9577133907595928
2525,vasastan,99649.0,4995000.0,2.0,57.0,2219.0,11400.0,1906.0,5680000,0.0,0.13713713713713713,0.9577133907595928
2526,gardet,94828.0,4995000.0,2.0,58.0,2793.0,10464.0,2006.0,5500000,0.0,0.1011011011011011,0.9577133907595928
2527,kungsholmen,88676.0,2695000.0,2.0,34.0,1831.0,0.0,1929.0,3015000,0.0,0.11873840445269015,0.9577133907595928
2528,sodermalm,71111.0,4750000.0,2.0,67.5,3771.0,0.0,1930.0,4800000,0.0,0.010526315789473684,0.9577133907595928
2529,sodermalm,85897.0,5975000.0,4.0,78.0,2667.0,6600.0,1982.0,6700000,0.0,0.1213389121338912,0.9577133907595928
2530,sodermalm,72000.0,3960000.0,2.5,55.0,2588.0,4000.0,1988.0,3960000,0.0,0.0,0.9577133907595928
2531,sodermalm,105926.0,2395000.0,1.0,27.0,1842.0,5710.0,1925.0,2860000,0.0,0.1941544885177453,0.9577133907595928
2532,sodermalm,80000.0,3650000.0,2.0,50.0,2358.0,6396.0,1913.0,4000000,0.0,0.0958904109589041,0.9577133907595928
2533,sodermalm,98913.0,7750000.0,3.0,92.0,3969.0,0.0,1904.0,9100000,0.0,0.17419354838709675,0.9577133907595928
2534,sodermalm,112593.0,2495000.0,1.0,27.0,1486.0,3240.0,1939.0,3040000,0.0,0.21843687374749501,0.9577133907595928
2535,sodermalm,87959.0,3695000.0,2.0,49.0,2115.0,0.0,1930.0,4310000,0.0,0.16644113667117727,0.9577133907595928
2536,sodermalm,82400.0,4995000.0,2.0,62.5,3592.0,5000.0,1945.0,5150000,0.0,0.031031031031031032,0.9577133907595928
2537,sodermalm,101923.0,2195000.0,1.0,26.0,1540.0,0.0,1926.0,2650000,0.0,0.2072892938496583,0.9577133907595928
2538,sodermalm,97183.0,2950000.0,2.0,35.5,2326.0,4560.0,1930.0,3450000,0.0,0.1694915254237288,0.9577133907595928
2539,sodermalm,104857.0,2995000.0,1.0,35.0,2618.0,2400.0,1931.0,3670000,0.0,0.2253756260434057,0.9577133907595928
2540,sodermalm,84239.0,3495000.0,2.0,46.0,1672.0,4000.0,1930.0,3875000,0.0,0.10872675250357654,0.9577133907595928
2541,sodermalm,85426.0,3450000.0,2.0,47.0,2316.0,4200.0,1931.0,4015000,0.0,0.16376811594202895,0.9577133907595928
2542,sodermalm,76316.0,3975000.0,2.0,57.0,2081.0,0.0,1984.0,4350000,0.0,0.09433962264150944,0.9577133907595928
2543,sodermalm,107963.0,2495000.0,1.0,27.0,1669.0,4200.0,1929.0,2915000,0.0,0.1683366733466934,0.9577133907595928
2544,sodermalm,89744.0,3550000.0,2.0,39.0,1885.0,4560.0,1930.0,3500000,0.0,-0.014084507042253518,0.9573218480814408
2545,ostermalm,78378.0,5750000.0,3.0,74.0,3824.0,7800.0,1906.0,5800000,0.0,0.008695652173913044,0.9573218480814408
2546,kungsholmen,91489.0,3850000.0,2.0,47.0,2002.0,1188.0,1929.0,4300000,0.0,0.11688311688311688,0.9573218480814408
2547,kungsholmen,63478.0,2795000.0,2.0,46.0,2741.0,0.0,1939.0,2920000,0.0,0.044722719141323794,0.9573218480814408
2548,kungsholmen,100685.0,3295000.0,2.0,36.5,903.0,3600.0,1930.0,3675000,0.0,0.11532625189681335,0.9573218480814408
2549,kungsholmen,79730.0,2895000.0,1.0,37.0,1671.0,0.0,1926.0,2950000,0.0,0.018998272884283247,0.9573218480814408
2550,kungsholmen,100000.0,2995000.0,1.0,33.0,2037.0,7200.0,1937.0,3300000,0.0,0.1018363939899833,0.9573218480814408
2551,kungsholmen,79104.0,4850000.0,3.0,67.0,4108.0,11300.0,2006.0,5300000,0.0,0.09278350515463918,0.9573218480814408
2552,ostermalm,86957.0,4000000.0,2.0,46.0,2373.0,6204.0,1902.0,4000000,0.0,0.0,0.9573218480814408
2553,ostermalm,127451.0,6500000.0,2.0,51.0,2972.0,0.0,2018.0,6500000,0.0,0.0,0.9573218480814408
2554,kungsholmen,95652.0,6495000.0,2.5,69.0,4598.0,0.0,1936.0,6600000,0.0,0.016166281755196306,0.9573218480814408
2555,ostermalm,105500.0,3995000.0,1.5,40.0,2148.0,3900.0,1939.0,4220000,0.0,0.05632040050062578,0.9573218480814408
2556,sodermalm,96000.0,2995000.0,2.0,40.0,1199.0,8341.0,1929.0,3840000,0.0,0.28213689482470783,0.9573218480814408
2557,vasastan,122283.0,9500000.0,3.0,92.0,3192.0,8052.0,1895.0,11250000,0.0,0.18421052631578946,0.9573218480814408
2558,gardet,108333.0,1995000.0,1.0,24.0,1206.0,0.0,1943.0,2600000,0.0,0.3032581453634085,0.9573218480814408
2559,gardet,128571.0,2195000.0,2.0,21.0,1366.0,0.0,1938.0,2700000,7.0,0.2300683371298405,0.9573218480814408
2560,gardet,71698.0,3800000.0,2.0,53.0,3092.0,0.0,2014.0,3800000,0.0,0.0,0.9573218480814408
2561,lilla_essingen,87879.0,2900000.0,1.5,33.0,1951.0,2700.0,1939.0,2900000,0.0,0.0,0.9573218480814408
2562,stora_essingen,80000.0,2400000.0,1.0,30.0,1993.0,3960.0,1939.0,2400000,0.0,0.0,0.9573218480814408
2563,vasastan,93500.0,3325000.0,2.0,40.0,2135.0,0.0,1925.0,3740000,0.0,0.12481203007518794,0.9573218480814408
2564,vasastan,104412.0,3195000.0,2.0,34.0,1741.0,5300.0,1969.0,3550000,0.0,0.1111111111111111,0.9573218480814408
2565,sodermalm,79060.0,9250000.0,4.0,117.0,4604.0,8640.0,1904.0,9250000,0.0,0.0,0.9573218480814408
2566,vasastan,92152.0,6195000.0,3.0,79.0,3538.0,6360.0,1885.0,7280000,0.0,0.1751412429378531,0.9573218480814408
2567,sodermalm,92647.0,2795000.0,1.0,34.0,1965.0,4800.0,1929.0,3150000,0.0,0.12701252236135954,0.9573218480814408
2568,gamla_stan,93136.0,5495000.0,2.0,59.0,3592.0,0.0,1650.0,5495000,0.0,0.0,0.9573218480814408
2569,sodermalm,95833.0,2495000.0,1.0,30.0,2245.0,0.0,1935.0,2875000,0.0,0.1523046092184369,0.9573218480814408
2570,sodermalm,96364.0,4375000.0,2.0,55.0,3297.0,5472.0,1906.0,5300000,0.0,0.21142857142857144,0.9569303054032889
2571,sodermalm,83333.0,2395000.0,1.5,33.0,1805.0,7554.0,1931.0,2750000,0.0,0.14822546972860126,0.9569303054032889
2572,ostermalm,104651.0,7995000.0,4.0,86.0,1866.0,0.0,1939.0,9000000,0.0,0.12570356472795494,0.9569303054032889
2573,gardet,76984.0,4795000.0,2.0,63.0,3524.0,0.0,2013.0,4850000,0.0,0.011470281543274244,0.9569303054032889
2574,ostermalm,93443.0,4995000.0,2.0,61.0,2885.0,0.0,1902.0,5700000,0.0,0.14114114114114115,0.9569303054032889
2575,gardet,82000.0,8000000.0,4.0,100.0,4392.0,6768.0,2010.0,8200000,0.0,0.025,0.9569303054032889
2576,lilla_essingen,89474.0,2995000.0,2.0,38.0,2647.0,3500.0,1938.0,3400000,15.0,0.1352253756260434,0.9569303054032889
2577,kungsholmen,73214.0,3850000.0,2.0,56.0,3734.0,5500.0,1929.0,4100000,0.0,0.06493506493506493,0.9569303054032889
2578,ostermalm,88136.0,4995000.0,2.0,59.0,2918.0,5500.0,1942.0,5200000,0.0,0.04104104104104104,0.9569303054032889
2579,vasastan,100196.0,4250000.0,2.0,51.0,2752.0,0.0,1890.0,5110000,0.0,0.2023529411764706,0.9569303054032889
2580,vasastan,86071.0,4700000.0,2.0,56.0,2800.0,0.0,2017.0,4820000,0.0,0.02553191489361702,0.9569303054032889
2581,kungsholmen,94286.0,2995000.0,1.0,35.0,1742.0,0.0,1905.0,3300000,0.0,0.1018363939899833,0.9569303054032889
2582,kungsholmen,83636.0,5250000.0,3.0,66.0,3128.0,0.0,1930.0,5520000,0.0,0.051428571428571435,0.9569303054032889
2583,sodermalm,77778.0,3985000.0,2.0,58.5,2348.0,7368.0,1912.0,4550000,0.0,0.14178168130489335,0.9569303054032889
2584,sodermalm,63253.0,4850000.0,2.5,83.0,4434.0,0.0,1999.0,5250000,0.0,0.08247422680412371,0.9569303054032889
2585,vasastan,101613.0,8950000.0,3.0,93.0,4728.0,0.0,1899.0,9450000,0.0,0.05586592178770949,0.956538762725137
2586,vasastan,101099.0,9200000.0,4.0,91.0,5176.0,0.0,2019.0,9200000,0.0,0.0,0.956538762725137
2587,sodermalm,118182.0,2095000.0,1.0,22.0,1253.0,0.0,1929.0,2600000,0.0,0.24105011933174225,0.956538762725137
2588,sodermalm,90323.0,2595000.0,1.0,31.0,1708.0,8693.0,1926.0,2800000,0.0,0.0789980732177264,0.956538762725137
2589,vasastan,93478.0,3995000.0,2.0,46.0,2354.0,6876.0,1889.0,4300000,0.0,0.07634543178973717,0.956538762725137
2590,gardet,78571.0,2750000.0,1.0,35.0,2123.0,4900.0,1939.0,2750000,0.0,0.0,0.956538762725137
2591,kungsholmen,100000.0,3000000.0,1.0,30.5,744.0,3200.0,1929.0,3050000,0.0,0.016666666666666666,0.956538762725137
2592,kungsholmen,97015.0,6500000.0,3.0,67.0,2684.0,13000.0,1899.0,6500000,0.0,0.0,0.956538762725137
2593,kungsholmen,103846.0,2350000.0,1.0,26.0,2208.0,2400.0,1931.0,2700000,0.0,0.14893617021276595,0.956538762725137
2594,kungsholmen,75439.0,6395000.0,3.0,85.5,4089.0,4188.0,2009.0,6450000,0.0,0.008600469116497263,0.9561472200469852
2595,vasastan,107500.0,3495000.0,2.0,40.0,1818.0,8400.0,1882.0,4300000,0.0,0.23032904148783975,0.9561472200469852
2596,kungsholmen,82540.0,4495000.0,3.0,63.0,3515.0,3800.0,1943.0,5200000,0.0,0.1568409343715239,0.9561472200469852
2597,kungsholmen,101136.0,3750000.0,2.0,44.0,2255.0,6696.0,1929.0,4450000,0.0,0.18666666666666668,0.9561472200469852
2598,sodermalm,75984.0,8995000.0,5.0,127.0,6811.0,7000.0,1983.0,9650000,0.0,0.07281823235130629,0.9561472200469852
2599,ostermalm,98611.0,6950000.0,2.0,72.0,2432.0,0.0,1973.0,7100000,0.0,0.02158273381294964,0.9561472200469852
2600,ostermalm,86932.0,14500000.0,6.0,176.0,6978.0,5400.0,1927.0,15300000,0.0,0.05517241379310345,0.9561472200469852
2601,gardet,103333.0,2595000.0,1.0,30.0,1506.0,4800.0,1935.0,3100000,0.0,0.19460500963391136,0.9561472200469852
2602,ostermalm,108571.0,7895000.0,3.0,77.0,4318.0,9600.0,1879.0,8360000,0.0,0.05889803673210892,0.9561472200469852
2603,vasastan,87979.0,3595000.0,2.0,47.0,2546.0,3840.0,1939.0,4135000,0.0,0.1502086230876217,0.9561472200469852
2604,lilla_essingen,80110.0,3495000.0,2.0,45.5,2809.0,5139.0,2005.0,3645000,0.0,0.04291845493562232,0.9557556773688332
2605,sodermalm,85000.0,3500000.0,1.5,40.0,2332.0,5500.0,1930.0,3400000,0.0,-0.028571428571428567,0.9557556773688332
2606,kungsholmen,114091.0,2200000.0,1.0,22.0,1036.0,3768.0,1931.0,2510000,0.0,0.1409090909090909,0.9557556773688332
2607,kungsholmen,68182.0,4550000.0,2.0,66.0,3428.0,3480.0,1897.0,4500000,0.0,-0.01098901098901099,0.9557556773688332
2608,kungsholmen,70984.0,6495000.0,3.0,91.5,4136.0,7500.0,2012.0,6495000,0.0,0.0,0.9557556773688332
2609,kungsholmen,76780.0,4500000.0,2.0,59.0,2949.0,6800.0,1913.0,4530000,0.0,0.006666666666666667,0.9557556773688332
2610,sodermalm,81325.0,2995000.0,2.0,41.5,2380.0,0.0,1931.0,3375000,0.0,0.12687813021702835,0.9557556773688332
2611,sodermalm,67213.0,4195000.0,2.0,61.0,2998.0,6240.0,1905.0,4100000,0.0,-0.022646007151370683,0.9557556773688332
2612,sodermalm,73512.0,4975000.0,3.0,84.0,4658.0,1920.0,1974.0,6175000,0.0,0.24120603015075376,0.9557556773688332
2613,sodermalm,86047.0,3250000.0,1.5,43.0,1958.0,5904.0,1939.0,3700000,0.0,0.13846153846153847,0.9557556773688332
2614,kungsholmen,115625.0,2350000.0,1.0,24.0,1294.0,2900.0,1890.0,2775000,0.0,0.18085106382978725,0.9557556773688332
2615,ostermalm,98980.0,10400000.0,3.0,98.0,4387.0,8000.0,1898.0,9700000,0.0,-0.0673076923076923,0.9557556773688332
2616,vasastan,95175.0,4750000.0,2.0,57.0,2966.0,7700.0,1929.0,5425000,0.0,0.14210526315789473,0.9557556773688332
2617,vasastan,90541.0,2950000.0,2.0,37.0,2052.0,0.0,1927.0,3350000,0.0,0.13559322033898305,0.9557556773688332
2618,sodermalm,64063.0,4295000.0,2.0,64.0,3314.0,0.0,1985.0,4100000,0.0,-0.045401629802095465,0.9557556773688332
2619,sodermalm,105172.0,2495000.0,1.0,29.0,1846.0,4188.0,1928.0,3050000,0.0,0.22244488977955912,0.9557556773688332
2620,vasastan,108879.0,9500000.0,4.0,107.0,3699.0,4478.0,1898.0,11650000,0.0,0.22631578947368425,0.9557556773688332
2621,vasastan,98393.0,4750000.0,2.0,56.0,2611.0,0.0,1912.0,5510000,0.0,0.16,0.9557556773688332
2622,lilla_essingen,69928.0,4800000.0,3.0,69.0,4375.0,7500.0,2007.0,4825000,0.0,0.005208333333333333,0.9557556773688332
2623,stora_essingen,75500.0,2995000.0,2.0,50.0,3395.0,9000.0,1944.0,3775000,0.0,0.2604340567612688,0.9557556773688332
2624,gardet,78767.0,5475000.0,3.0,73.0,2582.0,4000.0,1938.0,5750000,0.0,0.0502283105022831,0.9557556773688332
2625,gardet,92079.0,8495000.0,4.0,101.0,5215.0,18264.0,2015.0,9300000,0.0,0.09476162448499116,0.9557556773688332
2626,gardet,91081.0,2995000.0,2.0,37.0,2157.0,6144.0,1938.0,3370000,0.0,0.12520868113522535,0.9557556773688332
2627,gardet,82759.0,4495000.0,4.0,58.0,3974.0,0.0,1943.0,4800000,0.0,0.067853170189099,0.9557556773688332
2628,kungsholmen,88710.0,2495000.0,1.5,31.0,2421.0,4200.0,1938.0,2750000,0.0,0.10220440881763528,0.9557556773688332
2629,sodermalm,99365.0,2650000.0,1.0,31.5,1962.0,0.0,1905.0,3130000,0.0,0.1811320754716981,0.9557556773688332
2630,ostermalm,123125.0,2695000.0,1.0,24.0,1025.0,0.0,1934.0,2955000,0.0,0.09647495361781076,0.9557556773688332
2631,ostermalm,121951.0,5000000.0,2.0,41.0,1736.0,13800.0,1879.0,5000000,0.0,0.0,0.9557556773688332
2632,ostermalm,101064.0,8495000.0,3.0,94.0,3677.0,0.0,1923.0,9500000,0.0,0.11830488522660387,0.9557556773688332
2633,ostermalm,102632.0,3695000.0,2.0,38.0,1566.0,5500.0,1973.0,3900000,0.0,0.055480378890392416,0.9557556773688332
2634,ostermalm,100000.0,5700000.0,2.0,57.0,1973.0,3200.0,1888.0,5700000,0.0,0.0,0.9557556773688332
2635,kungsholmen,101754.0,5125000.0,2.0,57.0,2510.0,4200.0,1904.0,5800000,0.0,0.13170731707317074,0.9557556773688332
2636,kungsholmen,97059.0,2995000.0,1.0,34.0,1659.0,6240.0,1928.0,3300000,0.0,0.1018363939899833,0.9557556773688332
2637,kungsholmen,70323.0,3995000.0,2.0,62.0,3285.0,6976.0,1926.0,4360000,0.0,0.09136420525657073,0.9557556773688332
2638,sodermalm,95946.0,3550000.0,1.0,37.0,2208.0,4200.0,1944.0,3550000,0.0,0.0,0.9557556773688332
2639,sodermalm,114130.0,2195000.0,1.0,23.0,1392.0,7500.0,1938.0,2625000,0.0,0.1958997722095672,0.9557556773688332
2640,sodermalm,90909.0,2495000.0,2.0,33.0,2878.0,0.0,1937.0,3000000,0.0,0.20240480961923848,0.9553641346906813
2641,ostermalm,119667.0,4495000.0,2.0,45.0,1852.0,0.0,1863.0,5385000,0.0,0.19799777530589546,0.9553641346906813
2642,ostermalm,93008.0,10975000.0,3.0,118.0,6303.0,13100.0,2014.0,10975000,0.0,0.0,0.9553641346906813
2643,vasastan,93182.0,7995000.0,3.0,88.0,3228.0,8400.0,1914.0,8200000,0.0,0.02564102564102564,0.9553641346906813
2644,vasastan,106087.0,10200000.0,4.0,115.0,3612.0,13300.0,1901.0,12200000,0.0,0.19607843137254904,0.9553641346906813
2645,vasastan,99107.0,5195000.0,2.0,56.0,2338.0,0.0,1906.0,5550000,0.0,0.06833493743984599,0.9553641346906813
2646,vasastan,78500.0,4350000.0,2.0,60.0,2612.0,0.0,1963.0,4710000,0.0,0.08275862068965517,0.9553641346906813
2647,vasastan,90643.0,6750000.0,4.0,85.5,4458.0,6000.0,1967.0,7750000,0.0,0.14814814814814814,0.9553641346906813
2648,lilla_essingen,81349.0,4495000.0,2.0,63.0,3479.0,4860.0,2003.0,5125000,0.0,0.14015572858731926,0.9553641346906813
2649,sodermalm,79661.0,4495000.0,2.0,59.0,2787.0,8424.0,1912.0,4700000,0.0,0.04560622914349277,0.9553641346906813
2650,lilla_essingen,75000.0,4495000.0,2.0,64.0,3021.0,3800.0,2005.0,4800000,0.0,0.067853170189099,0.9553641346906813
2651,ostermalm,116250.0,3495000.0,2.0,40.0,2357.0,3400.0,1897.0,4650000,0.0,0.33047210300429186,0.9553641346906813
2652,ostermalm,107589.0,12450000.0,4.0,112.0,5626.0,0.0,1894.0,12050000,0.0,-0.0321285140562249,0.9553641346906813
2653,sodermalm,65152.0,4195000.0,2.5,66.0,2970.0,7548.0,1988.0,4300000,0.0,0.025029797377830752,0.9553641346906813
