,living_space,rent,bi_area,time,nbr_rooms,additional,closing_price,area_gamla_stan,area_gardet,area_kungsholmen,area_lilla_essingen,area_ostermalm,area_sodermalm,area_stora_essingen,area_vasastan
5675,79.0,4509.0,0.0,0.8927173061863743,3.0,5400.0,5560000,0,0,0,0,0,1,0,0
5676,73.0,3008.0,0.0,0.8927173061863743,4.0,0.0,6995000,0,0,0,0,0,0,0,1
5677,81.5,3881.0,0.0,0.8927173061863743,3.0,7145.0,5500000,0,0,0,0,0,1,0,0
5678,33.0,1946.0,0.0,0.8927173061863743,2.0,4680.0,2900000,0,0,0,0,0,1,0,0
5679,91.0,515.0,0.0,0.8927173061863743,3.0,0.0,6050000,0,0,0,0,0,1,0,0
5680,81.0,4713.0,0.0,0.8927173061863743,3.0,0.0,9450000,0,0,0,0,0,0,0,1
5681,80.0,3556.0,0.0,0.8927173061863743,3.0,7140.0,6975000,0,0,0,0,0,0,0,1
5682,115.0,1807.0,0.0,0.8927173061863743,4.0,7200.0,10525000,0,0,0,0,0,0,0,1
5683,65.0,3492.0,0.0,0.8927173061863743,2.0,0.0,5400000,0,0,0,0,0,0,0,1
5684,59.0,2453.0,0.0,0.8927173061863743,2.5,0.0,5150000,0,0,0,0,0,0,0,1
5685,57.0,2385.0,0.0,0.8927173061863743,2.0,6300.0,4650000,0,0,0,0,0,1,0,0
5686,57.0,3564.0,0.0,0.8927173061863743,2.0,0.0,5950000,0,0,0,0,0,0,0,1
5687,53.0,2695.0,0.0,0.8927173061863743,2.0,0.0,5100000,0,0,0,0,0,0,0,1
5688,55.0,1871.0,0.0,0.8927173061863743,2.0,0.0,7050000,0,0,0,0,1,0,0,0
5689,132.0,6024.0,0.0,0.8927173061863743,5.0,0.0,18356000,0,1,0,0,0,0,0,0
5690,57.0,3282.0,0.0,0.8927173061863743,2.0,3100.0,4080000,0,0,1,0,0,0,0,0
5691,101.0,5516.0,0.0,0.8927173061863743,4.0,9600.0,9350000,0,0,1,0,0,0,0,0
5692,37.0,1312.0,0.0,0.8927173061863743,2.0,7944.0,3775000,0,0,1,0,0,0,0,0
5693,67.0,2724.0,0.0,0.8927173061863743,3.0,7900.0,5500000,0,0,1,0,0,0,0,0
5694,53.0,2459.0,0.0,0.8927173061863743,2.0,8000.0,3750000,0,0,1,0,0,0,0,0
5695,72.0,4091.0,0.0,0.8927173061863743,3.0,6352.0,5100000,0,0,0,1,0,0,0,0
5696,56.0,3233.0,0.0,0.8927173061863743,2.0,4500.0,4200000,0,0,0,1,0,0,0,0
5697,212.0,9359.0,0.0,0.8927173061863743,6.0,0.0,38000000,0,0,0,0,1,0,0,0
5698,69.0,3823.0,0.0,0.8927173061863743,3.0,8064.0,4500000,0,1,0,0,0,0,0,0
5699,28.0,1354.0,0.0,0.8927173061863743,1.0,2900.0,2650000,0,0,0,0,1,0,0,0
5700,44.2,2960.0,0.0,0.8927173061863743,2.0,0.0,3120000,0,1,0,0,0,0,0,0
5701,71.0,3374.0,0.0,0.8927173061863743,4.0,0.0,4775000,0,1,0,0,0,0,0,0
5702,40.0,2026.0,0.0,0.8927173061863743,1.0,9240.0,3200000,0,1,0,0,0,0,0,0
5703,36.0,2132.0,0.0,0.8927173061863743,2.0,0.0,3550000,0,1,0,0,0,0,0,0
5704,100.0,4302.0,0.0,0.8923257635082223,4.0,8200.0,8000000,0,0,1,0,0,0,0,0
5705,82.5,3082.0,0.0,0.8923257635082223,3.0,6700.0,7050000,0,0,1,0,0,0,0,0
5706,63.0,2293.0,0.0,0.8923257635082223,2.0,6600.0,5230000,0,0,0,0,0,1,0,0
5707,39.0,2137.0,0.0,0.8923257635082223,1.5,3681.0,3190000,0,0,0,0,0,1,0,0
5708,43.5,791.0,0.0,0.8923257635082223,1.5,0.0,3400000,0,0,1,0,0,0,0,0
5709,50.0,3192.0,0.0,0.8923257635082223,2.0,5104.0,4350000,0,0,1,0,0,0,0,0
5710,48.0,2018.0,0.0,0.8923257635082223,2.0,4913.0,4300000,0,0,1,0,0,0,0,0
5711,59.0,2906.0,0.0,0.8923257635082223,3.0,7400.0,4200000,0,0,1,0,0,0,0,0
5712,27.0,1486.0,0.0,0.8923257635082223,1.0,0.0,2730000,0,0,0,0,0,1,0,0
5713,47.0,1523.0,0.0,0.8923257635082223,2.0,6000.0,4800000,1,0,0,0,0,0,0,0
5714,38.0,2599.0,0.0,0.8923257635082223,2.0,4000.0,2750000,0,0,0,1,0,0,0,0
5715,42.0,2217.0,0.0,0.8923257635082223,2.0,6924.0,3350000,0,0,1,0,0,0,0,0
5716,42.0,1534.0,0.0,0.8923257635082223,1.0,1800.0,3250000,0,0,0,0,0,1,0,0
5717,64.0,3370.0,0.0,0.8923257635082223,2.0,0.0,4550000,0,0,0,0,0,1,0,0
5718,64.0,3545.0,0.0,0.8923257635082223,3.0,10284.0,5875000,0,0,0,0,0,1,0,0
5719,98.0,4390.0,0.0,0.8923257635082223,3.5,0.0,9500000,0,0,0,0,0,1,0,0
5720,96.0,4856.0,0.0,0.8923257635082223,4.0,7200.0,8550000,0,0,0,0,0,1,0,0
5721,43.5,747.0,0.0,0.8923257635082223,1.0,1200.0,3200000,0,0,1,0,0,0,0,0
5722,20.0,954.0,0.0,0.8923257635082223,1.5,3024.0,2140000,0,0,1,0,0,0,0,0
5723,40.0,2662.0,0.0,0.8923257635082223,2.0,7264.0,2750000,0,1,0,0,0,0,0,0
5724,19.0,954.0,0.0,0.8923257635082223,1.0,3000.0,2400000,0,0,0,0,1,0,0,0
5725,48.0,2546.0,0.0,0.8923257635082223,2.0,0.0,4000000,0,0,0,0,0,0,0,1
5726,51.0,1887.0,0.0,0.8923257635082223,2.0,0.0,4600000,0,0,0,0,0,0,0,1
5727,141.0,6608.0,51.0,0.8923257635082223,3.5,0.0,11000000,0,0,0,0,0,0,0,1
5728,33.0,2248.0,0.0,0.8923257635082223,1.0,4200.0,3250000,0,0,0,0,0,0,0,1
5729,80.0,4068.0,21.0,0.8923257635082223,3.0,7380.0,8150000,0,0,0,0,0,0,0,1
5730,20.0,1050.0,0.0,0.8923257635082223,1.0,4500.0,2405000,0,0,1,0,0,0,0,0
5731,93.2,4546.0,0.0,0.8923257635082223,4.0,17290.0,8100000,0,0,0,0,0,0,0,1
5732,43.0,2159.0,0.0,0.8923257635082223,2.0,0.0,4150000,0,0,0,0,0,0,0,1
5733,62.0,2861.0,0.0,0.8923257635082223,3.0,3600.0,5625000,0,0,0,0,0,0,0,1
5734,71.0,2571.0,0.0,0.8923257635082223,3.0,0.0,6200000,0,1,0,0,0,0,0,0
5735,70.0,4396.0,0.0,0.8923257635082223,3.5,0.0,6575000,0,1,0,0,0,0,0,0
5736,84.0,4149.0,0.0,0.8923257635082223,3.0,6000.0,7525000,0,1,0,0,0,0,0,0
5737,96.7,4201.0,0.0,0.8923257635082223,4.0,0.0,5500000,0,1,0,0,0,0,0,0
5738,50.0,3197.0,0.0,0.8923257635082223,2.0,5400.0,5000000,0,1,0,0,0,0,0,0
5739,87.0,4872.0,0.0,0.8923257635082223,3.0,9000.0,6600000,0,1,0,0,0,0,0,0
5740,35.0,1750.0,0.0,0.8919342208300705,2.0,0.0,3010000,0,0,1,0,0,0,0,0
5741,49.5,2012.0,0.0,0.8919342208300705,2.0,0.0,3900000,0,0,1,0,0,0,0,0
5742,43.0,1909.0,0.0,0.8919342208300705,2.0,7800.0,3500000,0,0,1,0,0,0,0,0
5743,27.5,1425.0,0.0,0.8919342208300705,1.0,8000.0,2800000,0,0,1,0,0,0,0,0
5744,52.0,2889.0,0.0,0.8919342208300705,2.0,4400.0,4150000,0,0,1,0,0,0,0,0
5745,46.0,2287.0,0.0,0.8919342208300705,2.0,7776.0,3915000,0,0,1,0,0,0,0,0
5746,37.0,1978.0,0.0,0.8919342208300705,2.0,3000.0,3390000,0,0,0,0,0,1,0,0
5747,110.0,5259.0,0.0,0.8919342208300705,5.0,8937.0,10800000,0,0,0,0,0,1,0,0
5748,35.0,2204.0,0.0,0.8919342208300705,1.0,4200.0,3140000,0,0,0,0,0,1,0,0
5749,49.0,2578.0,0.0,0.8919342208300705,2.0,3240.0,3700000,0,0,0,0,0,1,0,0
5750,27.0,1069.0,0.0,0.8919342208300705,1.0,3600.0,2640000,0,0,0,0,0,1,0,0
5751,23.0,1114.0,0.0,0.8919342208300705,1.0,0.0,2325000,0,0,0,0,0,1,0,0
5752,44.0,2551.0,0.0,0.8919342208300705,2.0,7596.0,3600000,0,0,0,0,0,1,0,0
5753,56.0,2912.0,0.0,0.8919342208300705,2.0,7800.0,4600000,0,0,0,0,0,1,0,0
5754,25.0,1078.0,0.0,0.8919342208300705,1.0,0.0,2820000,0,0,0,0,0,1,0,0
5755,83.0,4558.0,0.0,0.8919342208300705,3.0,6600.0,7220000,0,0,1,0,0,0,0,0
5756,47.0,2499.0,0.0,0.8919342208300705,2.0,4440.0,4300000,0,0,0,0,0,0,0,1
5757,36.0,1470.0,0.0,0.8919342208300705,2.0,0.0,3700000,0,0,0,0,1,0,0,0
5758,48.0,2944.0,0.0,0.8919342208300705,2.0,3480.0,3895000,0,0,0,0,0,0,0,1
5759,89.0,4267.0,0.0,0.8919342208300705,3.0,0.0,9250000,0,0,0,0,0,0,0,1
5760,74.0,4356.0,0.0,0.8919342208300705,2.0,0.0,4600000,0,0,0,0,0,0,0,1
5761,50.0,2118.0,0.0,0.8919342208300705,2.0,5018.0,4675000,0,0,0,0,0,0,0,1
5762,59.0,2048.0,0.0,0.8919342208300705,2.0,7500.0,5750000,0,0,0,0,0,0,0,1
5763,63.0,3476.0,0.0,0.8919342208300705,2.0,0.0,4495000,0,0,0,0,0,0,0,1
5764,116.0,4876.0,0.0,0.8919342208300705,4.0,0.0,10700000,0,0,0,0,1,0,0,0
5765,85.0,3531.0,0.0,0.8919342208300705,3.0,4800.0,7525000,0,0,0,0,1,0,0,0
5766,60.0,2934.0,0.0,0.8919342208300705,2.0,0.0,5100000,0,0,1,0,0,0,0,0
5767,19.5,358.0,0.0,0.8919342208300705,1.0,0.0,2150000,0,1,0,0,0,0,0,0
5768,20.3,372.0,0.0,0.8919342208300705,1.0,0.0,2100000,0,1,0,0,0,0,0,0
5769,87.4,4065.0,0.0,0.8919342208300705,4.0,5040.0,6200000,0,1,0,0,0,0,0,0
5770,85.0,3981.0,0.0,0.8919342208300705,3.0,8988.0,6300000,0,1,0,0,0,0,0,0
5771,56.0,2213.0,0.0,0.8919342208300705,2.0,7092.0,4500000,0,1,0,0,0,0,0,0
5772,50.0,3389.0,0.0,0.8919342208300705,2.0,0.0,3500000,0,1,0,0,0,0,0,0
5773,26.0,1780.0,0.0,0.8919342208300705,1.0,6300.0,2960000,0,1,0,0,0,0,0,0
5774,37.0,2319.0,0.0,0.8919342208300705,2.0,5500.0,2650000,0,0,0,1,0,0,0,0
5775,76.0,3151.0,0.0,0.8919342208300705,2.5,5000.0,6500000,0,0,0,0,0,0,0,1
5776,52.0,2148.0,0.0,0.8919342208300705,1.5,6600.0,3550000,0,0,1,0,0,0,0,0
5777,38.0,3070.0,18.0,0.8919342208300705,2.0,4600.0,4100000,0,0,1,0,0,0,0,0
5778,67.0,2352.0,0.0,0.8919342208300705,3.0,5400.0,6030000,0,0,1,0,0,0,0,0
5779,53.0,2616.0,0.0,0.8919342208300705,2.0,0.0,4200000,0,0,1,0,0,0,0,0
5780,74.0,3795.0,0.0,0.8919342208300705,3.0,6000.0,4900000,0,0,1,0,0,0,0,0
5781,43.0,1883.0,0.0,0.8919342208300705,2.0,0.0,3650000,0,0,1,0,0,0,0,0
5782,43.0,1372.0,0.0,0.8919342208300705,2.0,0.0,3910000,0,0,1,0,0,0,0,0
5783,71.0,3153.0,0.0,0.8919342208300705,4.0,0.0,5000000,0,0,1,0,0,0,0,0
5784,23.0,1663.0,0.0,0.8915426781519186,1.0,0.0,2155000,0,0,1,0,0,0,0,0
5785,66.0,3735.0,0.0,0.8915426781519186,2.0,3468.0,5200000,0,1,0,0,0,0,0,0
5786,53.0,2821.0,0.0,0.8915426781519186,2.0,6600.0,4000000,0,0,0,0,0,1,0,0
5787,36.5,1890.0,0.0,0.8915426781519186,2.0,9660.0,3300000,0,0,0,0,0,1,0,0
5788,104.0,5619.0,0.0,0.8915426781519186,4.0,4700.0,7900000,0,1,0,0,0,0,0,0
5789,44.2,2941.0,0.0,0.8915426781519186,2.0,0.0,2500000,0,1,0,0,0,0,0,0
5790,87.0,4337.0,0.0,0.8915426781519186,4.0,9204.0,5725000,0,0,1,0,0,0,0,0
5791,86.0,5096.0,0.0,0.8915426781519186,4.0,9876.0,6250000,0,1,0,0,0,0,0,0
5792,61.0,3129.0,0.0,0.8915426781519186,2.0,4000.0,4110000,0,1,0,0,0,0,0,0
5793,27.0,975.0,0.0,0.8915426781519186,1.0,7776.0,3500000,0,0,0,0,1,0,0,0
5794,27.0,1403.0,0.0,0.8915426781519186,1.0,4560.0,2650000,0,0,0,0,1,0,0,0
5795,43.0,1761.0,0.0,0.8915426781519186,2.0,0.0,4650000,0,0,1,0,0,0,0,0
5796,23.0,1488.0,0.0,0.8915426781519186,1.0,3840.0,2450000,0,0,1,0,0,0,0,0
5797,60.0,2615.0,0.0,0.8915426781519186,2.0,7300.0,5200000,0,0,1,0,0,0,0,0
5798,62.0,3542.0,0.0,0.8915426781519186,2.0,0.0,4250000,0,0,1,0,0,0,0,0
5799,71.0,3712.0,0.0,0.8915426781519186,3.0,0.0,5380000,0,0,1,0,0,0,0,0
5800,75.0,2545.0,0.0,0.8915426781519186,3.0,10956.0,6530000,0,0,0,0,0,1,0,0
5801,65.0,3478.0,0.0,0.8915426781519186,3.0,7844.0,4650000,0,0,0,1,0,0,0,0
5802,33.0,3043.0,0.0,0.8915426781519186,1.0,0.0,3025000,0,0,0,0,0,1,0,0
5803,134.0,4946.0,0.0,0.8915426781519186,4.5,7810.0,10350000,0,0,0,0,0,1,0,0
5804,63.0,3674.0,0.0,0.8915426781519186,3.0,4691.0,4450000,0,0,0,0,0,0,0,1
5805,110.0,3651.0,0.0,0.8915426781519186,4.0,10000.0,11000000,0,0,0,0,0,0,0,1
5806,51.0,2929.0,0.0,0.8915426781519186,2.0,3960.0,4800000,0,0,0,0,0,0,0,1
5807,100.0,1199.0,0.0,0.8915426781519186,4.0,15840.0,11060000,0,0,0,0,0,0,0,1
5808,71.0,4268.0,0.0,0.8915426781519186,3.0,7100.0,5550000,0,0,0,0,0,1,0,0
5809,50.0,1682.0,0.0,0.8915426781519186,2.0,5400.0,4900000,0,0,0,0,0,0,0,1
5810,62.0,1832.0,0.0,0.8915426781519186,2.0,5280.0,6100000,0,0,0,0,0,0,0,1
5811,65.0,3690.0,0.0,0.8915426781519186,2.0,5000.0,5300000,0,0,0,0,0,0,0,1
5812,64.0,4014.0,0.0,0.8911511354737667,2.0,0.0,4700000,0,0,0,0,0,0,0,1
5813,40.0,2459.0,0.0,0.8911511354737667,1.5,4896.0,3500000,0,0,0,0,0,1,0,0
5814,41.0,828.0,0.0,0.8911511354737667,2.0,5400.0,4000000,0,0,0,0,1,0,0,0
5815,71.0,2437.0,0.0,0.8911511354737667,3.0,7500.0,5900000,0,0,0,0,0,0,0,1
5816,50.0,2517.0,0.0,0.8911511354737667,2.0,6600.0,4900000,0,0,1,0,0,0,0,0
5817,37.0,1181.0,0.0,0.8911511354737667,2.0,0.0,3500000,0,0,1,0,0,0,0,0
5818,40.5,1990.0,0.0,0.8911511354737667,2.0,0.0,3210000,0,0,1,0,0,0,0,0
5819,128.0,4996.0,0.0,0.8911511354737667,4.0,10800.0,10100000,0,0,0,0,0,0,0,1
5820,241.0,6188.0,0.0,0.8911511354737667,6.0,0.0,28400000,0,0,0,0,1,0,0,0
5821,30.5,1632.0,0.0,0.8911511354737667,1.0,0.0,2700000,0,0,0,0,0,1,0,0
5822,149.0,3583.0,0.0,0.8911511354737667,5.0,23200.0,16500000,0,0,0,0,1,0,0,0
5823,60.0,2667.0,0.0,0.8911511354737667,2.0,4800.0,5300000,0,0,0,0,0,1,0,0
5824,47.0,2107.0,0.0,0.8911511354737667,2.0,4300.0,3900000,0,0,0,0,0,1,0,0
5825,45.0,2479.0,0.0,0.8911511354737667,2.0,2400.0,3495000,0,0,0,0,0,1,0,0
5826,149.0,5356.0,0.0,0.8907595927956147,4.0,0.0,14250000,0,0,0,0,1,0,0,0
5827,79.0,3078.0,0.0,0.8907595927956147,3.0,6800.0,7500000,0,0,0,0,0,0,0,1
5828,51.0,4031.0,0.0,0.8907595927956147,2.0,4200.0,3060000,0,0,0,0,0,1,0,0
5829,33.0,1740.0,0.0,0.8907595927956147,1.0,4200.0,3250000,0,0,1,0,0,0,0,0
5830,102.0,4069.0,1.0,0.8907595927956147,5.0,9100.0,9500000,0,0,0,0,0,0,0,1
5831,35.0,1868.0,0.0,0.8907595927956147,1.5,5400.0,3400000,0,0,1,0,0,0,0,0
5832,111.0,5375.0,0.0,0.8903680501174628,4.0,6636.0,7525000,0,1,0,0,0,0,0,0
5833,36.0,1978.0,0.0,0.8903680501174628,1.0,4876.0,2950000,0,0,0,0,0,1,0,0
5834,85.0,4419.0,0.0,0.8903680501174628,3.0,0.0,5750000,0,0,0,0,0,0,0,1
5835,35.0,2468.0,0.0,0.8899765074393109,2.0,6840.0,2950000,0,0,1,0,0,0,0,0
5836,40.0,2656.0,4.0,0.8899765074393109,2.5,0.0,2200000,0,0,1,0,0,0,0,0
5837,65.0,3814.0,0.0,0.8899765074393109,2.0,6576.0,5400000,0,0,1,0,0,0,0,0
5838,33.0,1904.0,0.0,0.8899765074393109,2.0,3480.0,2800000,0,0,0,1,0,0,0,0
5839,36.0,1885.0,0.0,0.8899765074393109,1.0,0.0,2280000,0,1,0,0,0,0,0,0
5840,66.0,1978.0,0.0,0.8899765074393109,2.0,0.0,7100000,0,0,0,0,1,0,0,0
5841,83.0,4564.0,0.0,0.8899765074393109,3.0,0.0,9250000,0,0,0,0,1,0,0,0
5842,80.0,0.0,0.0,0.8899765074393109,2.0,7800.0,9300000,0,0,0,0,1,0,0,0
5843,27.0,1476.0,0.0,0.8899765074393109,1.0,3000.0,2930000,0,0,0,0,1,0,0,0
5844,134.0,6445.0,18.0,0.8899765074393109,4.0,20600.0,15500000,0,0,0,0,1,0,0,0
5845,163.0,7736.0,0.0,0.8899765074393109,5.5,13900.0,15000000,0,0,0,0,1,0,0,0
5846,86.0,3470.0,0.0,0.8899765074393109,3.0,0.0,9750000,0,0,0,0,1,0,0,0
5847,132.0,5263.0,0.0,0.8899765074393109,4.0,0.0,11600000,0,0,0,0,0,0,0,1
5848,48.0,2944.0,0.0,0.8899765074393109,2.0,3480.0,3550000,0,0,0,0,0,0,0,1
5849,37.0,2298.0,0.0,0.8899765074393109,1.0,4500.0,3240000,0,0,0,0,0,0,0,1
5850,31.0,2037.0,0.0,0.8899765074393109,1.0,4200.0,2850000,0,0,1,0,0,0,0,0
5851,43.0,3290.0,0.0,0.8899765074393109,2.0,4478.0,3210000,0,0,1,0,0,0,0,0
5852,181.0,6435.0,0.0,0.8899765074393109,7.0,16800.0,11000000,0,0,1,0,0,0,0,0
5853,78.5,4525.0,0.0,0.8899765074393109,3.0,9700.0,5410000,0,0,1,0,0,0,0,0
5854,40.5,2841.0,0.0,0.8899765074393109,2.0,0.0,3200000,0,0,1,0,0,0,0,0
5855,31.0,2565.0,0.0,0.8899765074393109,1.0,8400.0,2950000,0,0,1,0,0,0,0,0
5856,44.5,3317.0,0.0,0.8899765074393109,2.0,5000.0,3700000,0,0,1,0,0,0,0,0
5857,73.6,2966.0,0.0,0.8899765074393109,3.0,0.0,6875000,0,1,0,0,0,0,0,0
5858,47.0,2275.0,0.0,0.8899765074393109,2.0,4980.0,3400000,0,0,1,0,0,0,0,0
5859,34.0,2053.0,0.0,0.8899765074393109,1.0,0.0,3000000,0,0,0,0,0,1,0,0
5860,124.0,3032.0,0.0,0.8899765074393109,4.0,10800.0,9550000,0,0,0,0,0,1,0,0
5861,58.0,3446.0,0.0,0.8899765074393109,2.0,7927.0,4325000,0,0,0,0,0,1,0,0
5862,87.0,2680.0,0.0,0.8899765074393109,3.0,6759.0,5600000,0,1,0,0,0,0,0,0
5863,124.0,4864.0,0.0,0.8899765074393109,4.0,5500.0,13400000,0,1,0,0,0,0,0,0
5864,46.0,2983.0,0.0,0.8899765074393109,2.0,4458.0,3370000,0,1,0,0,0,0,0,0
5865,94.5,5283.0,0.0,0.8899765074393109,3.5,10900.0,7400000,0,0,0,0,0,1,0,0
5866,65.0,3760.0,0.0,0.8899765074393109,3.0,0.0,5100000,0,0,1,0,0,0,0,0
5867,125.0,5812.0,0.0,0.8899765074393109,5.0,7920.0,8625000,0,1,0,0,0,0,0,0
5868,65.5,3755.0,0.0,0.8899765074393109,2.0,7080.0,4600000,0,0,0,0,0,1,0,0
5869,36.0,1888.0,0.0,0.8899765074393109,2.0,4830.0,3300000,0,0,0,0,0,1,0,0
5870,39.0,3401.0,0.0,0.8899765074393109,2.0,3480.0,2950000,0,0,0,0,0,1,0,0
5871,30.0,2215.0,0.0,0.8899765074393109,2.0,4000.0,2950000,0,0,0,0,0,1,0,0
5872,42.0,1817.0,0.0,0.8899765074393109,2.0,4740.0,3825000,0,0,0,0,0,1,0,0
5873,48.0,2922.0,0.0,0.8899765074393109,2.0,10140.0,3890000,0,0,0,0,0,1,0,0
5874,59.0,3232.0,0.0,0.8899765074393109,2.0,5400.0,4400000,0,0,0,0,0,1,0,0
5875,38.0,2295.0,0.0,0.8899765074393109,2.0,0.0,3120000,0,0,0,0,0,1,0,0
5876,105.0,3979.0,0.0,0.889584964761159,3.0,11400.0,8600000,0,0,0,0,0,0,0,1
5877,35.0,1965.0,0.0,0.889584964761159,1.0,4872.0,2900000,0,0,0,0,0,1,0,0
5878,34.0,2168.0,0.0,0.889584964761159,1.0,7704.0,3070000,0,0,0,0,0,0,0,1
5879,29.0,1944.0,0.0,0.889584964761159,1.0,3900.0,2700000,0,0,0,0,0,1,0,0
5880,61.5,3474.0,0.0,0.889584964761159,2.0,4500.0,5300000,0,0,0,0,0,1,0,0
5881,81.0,2240.0,0.0,0.889584964761159,3.0,0.0,6500000,0,0,0,0,0,1,0,0
5882,50.0,3057.0,0.0,0.889584964761159,2.0,5500.0,4570000,0,0,0,0,0,1,0,0
5883,113.0,5336.0,0.0,0.889584964761159,4.0,8600.0,7450000,0,0,0,0,0,1,0,0
5884,38.0,1954.0,0.0,0.889584964761159,2.0,7835.0,3250000,0,0,0,0,0,1,0,0
5885,36.0,1863.0,0.0,0.889584964761159,2.0,0.0,3400000,0,0,0,0,0,1,0,0
5886,85.0,2398.0,0.0,0.889584964761159,3.0,4884.0,7365000,0,0,0,0,0,0,0,1
5887,68.0,3556.0,0.0,0.889584964761159,4.0,0.0,5450000,0,0,0,0,0,1,0,0
5888,58.0,2726.0,0.0,0.889584964761159,2.0,6600.0,4225000,0,0,0,0,0,1,0,0
5889,124.0,4711.0,0.0,0.889584964761159,5.0,16295.0,9250000,0,0,0,0,0,1,0,0
5890,170.0,1152.0,0.0,0.889584964761159,5.0,10800.0,18100000,0,0,0,0,0,0,0,1
5891,31.5,1968.0,0.0,0.889584964761159,1.0,0.0,3120000,0,0,0,0,0,0,0,1
5892,24.0,600.0,0.0,0.889584964761159,1.0,0.0,2550000,0,0,0,0,0,0,0,1
5893,53.0,2337.0,0.0,0.889584964761159,2.0,9504.0,4860000,0,0,0,0,0,0,0,1
5894,53.9,2356.0,0.0,0.889584964761159,2.0,6168.0,3712500,0,0,0,0,0,1,0,0
5895,28.0,1578.0,0.0,0.889584964761159,1.0,5140.0,2660000,0,0,0,0,0,1,0,0
5896,39.0,2366.0,0.0,0.889584964761159,2.0,4100.0,2710000,0,0,0,1,0,0,0,0
5897,119.0,6911.0,0.0,0.889584964761159,5.0,6080.0,8900000,0,0,0,1,0,0,0,0
5898,37.0,1017.0,0.0,0.889584964761159,2.0,0.0,5600000,0,0,0,0,1,0,0,0
5899,88.0,3444.0,0.0,0.889584964761159,3.5,3000.0,6475000,0,0,1,0,0,0,0,0
5900,28.0,1974.0,0.0,0.889584964761159,1.0,5592.0,2615000,0,1,0,0,0,0,0,0
5901,33.0,1722.0,0.0,0.889584964761159,2.0,0.0,3330000,0,0,1,0,0,0,0,0
5902,102.0,4464.0,0.0,0.889584964761159,4.0,0.0,6210000,0,0,1,0,0,0,0,0
5903,70.0,2672.0,0.0,0.889584964761159,3.0,3600.0,5200000,0,1,0,0,0,0,0,0
5904,37.0,1489.0,0.0,0.889584964761159,1.0,4800.0,3550000,0,0,1,0,0,0,0,0
5905,37.0,2270.0,0.0,0.889584964761159,2.0,6709.0,3400000,0,0,1,0,0,0,0,0
5906,84.0,4305.0,0.0,0.889584964761159,3.0,0.0,8700000,0,1,0,0,0,0,0,0
5907,102.0,5100.0,0.0,0.889584964761159,4.0,10000.0,7495000,0,1,0,0,0,0,0,0
5908,43.0,2294.0,0.0,0.889584964761159,2.0,0.0,3150000,0,0,0,0,0,1,0,0
5909,45.5,2902.0,0.0,0.889193422083007,2.0,6600.0,2995000,0,0,0,1,0,0,0,0
5910,30.0,1292.0,0.0,0.889193422083007,1.0,5000.0,2800000,0,0,0,0,0,1,0,0
5911,55.0,2108.0,0.0,0.889193422083007,2.0,700.0,5500000,0,0,0,0,1,0,0,0
5912,63.0,2988.0,0.0,0.889193422083007,2.0,0.0,5075000,0,0,0,0,1,0,0,0
5913,35.0,1109.0,1.0,0.889193422083007,2.0,8100.0,3875000,0,0,0,0,1,0,0,0
5914,51.0,2750.0,0.0,0.889193422083007,2.0,4899.0,4550000,0,0,0,0,0,1,0,0
5915,65.0,3264.0,0.0,0.889193422083007,2.0,3827.0,5550000,0,1,0,0,0,0,0,0
5916,46.0,2390.0,0.0,0.889193422083007,2.0,8400.0,4100000,0,1,0,0,0,0,0,0
5917,64.0,2215.0,0.0,0.889193422083007,3.0,0.0,5875000,0,1,0,0,0,0,0,0
5918,91.0,4877.0,0.0,0.889193422083007,4.0,9030.0,7490000,0,0,0,0,0,1,0,0
5919,37.0,2036.0,0.0,0.889193422083007,2.0,3900.0,2950000,0,0,0,0,0,1,0,0
5920,93.0,2366.0,0.0,0.889193422083007,3.5,4800.0,7925000,0,0,0,0,0,1,0,0
5921,59.0,2270.0,0.0,0.889193422083007,2.0,0.0,5550000,0,0,0,0,0,1,0,0
5922,86.0,4894.0,0.0,0.889193422083007,3.0,7400.0,8600000,0,0,0,0,0,1,0,0
5923,29.0,1436.0,0.0,0.889193422083007,1.0,0.0,2870000,0,0,0,0,0,1,0,0
5924,25.0,1561.0,0.0,0.889193422083007,1.0,4200.0,2880000,0,0,0,0,0,1,0,0
5925,70.0,4578.0,0.0,0.889193422083007,3.0,6960.0,4865000,0,0,0,0,0,1,0,0
5926,106.0,2408.0,0.0,0.889193422083007,4.0,0.0,9000000,0,0,0,0,0,0,0,1
5927,42.0,2831.0,0.0,0.889193422083007,2.0,0.0,4300000,0,0,1,0,0,0,0,0
5928,105.0,7081.0,0.0,0.889193422083007,5.0,0.0,7995000,0,0,1,0,0,0,0,0
5929,30.0,1815.0,0.0,0.889193422083007,1.0,7272.0,2900000,0,0,1,0,0,0,0,0
5930,40.0,2291.0,0.0,0.889193422083007,2.0,0.0,3650000,0,0,1,0,0,0,0,0
5931,84.0,5476.0,0.0,0.889193422083007,3.0,0.0,7000000,0,0,1,0,0,0,0,0
5932,116.0,2977.0,0.0,0.889193422083007,4.5,9200.0,11425000,0,0,1,0,0,0,0,0
5933,35.0,1979.0,0.0,0.889193422083007,2.0,7176.0,2780000,0,0,1,0,0,0,0,0
5934,61.0,2600.0,0.0,0.889193422083007,2.5,0.0,6075000,0,0,0,0,0,0,0,1
