,index,Datum,Område,Pris per kvadratmeter,Begärt pris,Antal rum,Boarea,Avgift/månad,Driftskostnad,Byggår,Slutpris,Biarea,Prisökning
13654,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-tulegatan-35a,-2tr-946284",2019-02-13,vasastan,110444.0,4195000.0,2.0,45.0,1233.0,9600.0,1904.0,4970000,,0.18474374255065554
13659,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-teknologgatan-7-a-945867,2019-02-13,vasastan,90000.0,4150000.0,2.0,50.0,2875.0,4800.0,1882.0,4500000,,0.08433734939759036
13660,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sveavagen-126,-6-tr-945862",2019-02-13,vasastan,101026.0,3495000.0,2.0,39.0,1915.0,3200.0,1937.0,3940000,,0.12732474964234622
13653,"https://www.hemnet.se/salda/lagenhet-1,5rum-vasastan-stockholms-kommun-rehnsgatan-10-946285",2019-02-13,vasastan,95429.0,2995000.0,1.5,35.0,1743.0,4440.0,1888.0,3340000,,0.11519198664440734
13652,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-birkastan-stockholms-kommun-norrbackagatan-14,-1-tr-946286",2019-02-13,vasastan,105556.0,2450000.0,1.0,27.0,1661.0,,1926.0,2850000,,0.16326530612244897
6062,https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39-946195,2019-02-13,lilla_essingen,104762.0,1795000.0,1.0,21.0,1787.0,3600.0,1938.0,2200000,,0.22562674094707522
7887,https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-valhallavagen-63-1024164,2019-02-13,gardet,86957.0,8000000.0,3.0,92.0,4188.0,7800.0,,8000000,,0.0
6063,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-essinge-brogata-3-946381,2019-02-13,lilla_essingen,66860.0,2695000.0,2.0,43.0,2482.0,9600.0,1938.0,2875000,,0.06679035250463822
13649,"https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-vanadisplan-1,-1tr-946096",2019-02-13,vasastan,81410.0,6295000.0,3.0,78.0,3255.0,,1925.0,6350000,,0.008737092930897538
7889,"https://www.hemnet.se/salda/lagenhet-3rum-norra-djurgardsstaden-stockholms-kommun-settergatan-12,-5tr-945991",2019-02-13,gardet,76000.0,5495000.0,3.0,70.0,3887.0,,2017.0,5320000,,-0.03184713375796178
7888,"https://www.hemnet.se/salda/lagenhet-4rum-gardet-ostermalm-stockholms-kommun-furusundsgatan-7,-4tr-945993",2019-02-13,gardet,85778.0,7495000.0,4.0,90.0,5501.0,,1941.0,7720000,,0.030020013342228154
13648,"https://www.hemnet.se/salda/lagenhet-2rum-stockholms-kommun-upplandsgatan-22,-4tr-946148",2019-02-13,vasastan,99848.0,5995000.0,2.0,66.0,2318.0,,1880.0,6590000,,0.09924937447873228
13650,https://www.hemnet.se/salda/lagenhet-5rum-vasastan-stockholms-kommun-odengatan-102-989205,2019-02-13,vasastan,106164.0,15850000.0,5.0,146.0,5414.0,,1908.0,15500000,21.0,-0.022082018927444796
13658,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sankt-eriksgatan-74,-1-tr-945908",2019-02-13,vasastan,93421.0,2995000.0,2.0,38.0,1465.0,3481.0,1937.0,3550000,,0.18530884808013356
4251,"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-fridhemsplan-stockholms-kommun-fridhemsgatan-62,-van-4-946225",2019-02-13,kungsholmen,82979.0,3250000.0,2.0,47.0,1898.0,2400.0,1884.0,3900000,,0.2
1797,https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-katarina-stockholms-kommun-ostgotagatan-26-946831,2019-02-13,sodermalm,64865.0,3450000.0,2.0,55.5,1268.0,5640.0,1974.0,3600000,,0.043478260869565216
1802,"https://www.hemnet.se/salda/lagenhet-2rum-hogalid-stockholms-kommun-lundagatan-40b,-4tr-hogst-upp-945787",2019-02-13,sodermalm,89157.0,3150000.0,2.0,41.5,2104.0,7920.0,1930.0,3700000,,0.1746031746031746
1801,https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-sofia-stockholms-kommun-katarina-bangata-61-945935,2019-02-13,sodermalm,89474.0,3400000.0,2.0,38.0,2251.0,7700.0,1933.0,3400000,,0.0
1800,"https://www.hemnet.se/salda/lagenhet-2rum-katarina-sofia-stockholms-kommun-sodermannagatan-37,-4tr-945990",2019-02-13,sodermalm,83123.0,2995000.0,2.0,39.7,1005.0,,1973.0,3300000,,0.1018363939899833
1799,"https://www.hemnet.se/salda/lagenhet-1,5rum-sodermalm-stockholms-kommun-lundagatan-46-946190",2019-02-13,sodermalm,90000.0,2695000.0,1.5,35.0,1839.0,,1936.0,3150000,,0.16883116883116883
10364,"https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-stockholms-kommun-riddargatan-3b,-3tr-945992",2019-02-13,ostermalm,84884.0,7340000.0,4.0,86.0,4601.0,,1980.0,7300000,,-0.005449591280653951
10363,"https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-linnegatan-20,-3tr-946288",2019-02-13,ostermalm,119722.0,3595000.0,2.0,36.0,1863.0,,1942.0,4310000,,0.19888734353268428
4252,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-geijersvagen-16,-3-van-987968",2019-02-13,kungsholmen,60000.0,4750000.0,3.0,75.0,3540.0,4100.0,1980.0,4500000,,-0.05263157894736842
10361,"https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-artillerigatan-57,-4-tr-946097",2019-02-13,ostermalm,106944.0,3850000.0,1.0,36.0,1782.0,,1885.0,3850000,,0.0
7886,https://www.hemnet.se/salda/lagenhet-3rum-norra-djurgardsstaden-stockholms-kommun-madangsgatan-22-946119,2019-02-13,gardet,65333.0,4995000.0,3.0,75.0,4693.0,,2013.0,4900000,,-0.01901901901901902
1798,"https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-stockholms-kommun-ringvagen-11h,-6tr-946463",2019-02-13,sodermalm,89286.0,5395000.0,3.0,70.0,2358.0,4440.0,1983.0,6250000,,0.15848007414272475
10362,"https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-grev-turegatan-64,-5-tr-946431",2019-02-13,ostermalm,104828.0,2675000.0,1.0,29.0,1872.0,,1938.0,3040000,,0.13644859813084112
1796,"https://www.hemnet.se/salda/lagenhet-4rum-maria-stockholms-kommun-timmermansgatan-12,-accepterat-pris-947351",2019-02-13,sodermalm,67677.0,6995000.0,4.0,99.0,2840.0,,1982.0,6700000,,-0.04217298070050036
4257,"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-kronobergsparken-stockholms-kommun-kronobergsgatan-6,-4tr-946298",2019-02-13,kungsholmen,84490.0,3695000.0,2.0,49.0,1767.0,,1902.0,4140000,,0.12043301759133965
1795,https://www.hemnet.se/salda/lagenhet-2rum-katarina-stockholms-kommun-ringvagen-41-a-946187,2019-02-13,sodermalm,71154.0,3350000.0,2.0,52.0,2369.0,3000.0,1990.0,3700000,,0.1044776119402985
4254,https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-drottningholmsvagen-48-946659,2019-02-13,kungsholmen,78808.0,5695000.0,3.0,75.5,3475.0,4464.0,2012.0,5950000,,0.04477611940298507
4255,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-fridhemsgatan-29b-946428,2019-02-13,kungsholmen,85116.0,3395000.0,2.0,43.0,2007.0,4000.0,1903.0,3660000,,0.0780559646539028
4256,https://www.hemnet.se/salda/lagenhet-2rum-stockholm-kungsholmen-stockholms-kommun-harry-martinsons-gata-10-946380,2019-02-13,kungsholmen,73063.0,3995000.0,2.0,55.5,2604.0,,2008.0,4055000,,0.015018773466833541
4253,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stadshagen-stockholms-kommun-kellgrensgatan-10-971226,2019-02-13,kungsholmen,76095.0,3995000.0,2.0,52.5,3438.0,6600.0,2015.0,3995000,,0.0
4258,https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsholmsgatan-17-946258,2019-02-13,kungsholmen,84127.0,5300000.0,3.0,63.0,3596.0,6600.0,1909.0,5300000,,0.0
4259,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-kungsholms-strand-stockholms-kommun-kungsholms-strand-163,-1-tr-945928",2019-02-13,kungsholmen,73611.0,5395000.0,3.0,72.0,3659.0,,1930.0,5300000,,-0.017608897126969416
4260,"https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-fridhemsplan-stockholms-kommun-john-bergs-plan-4,-3-tr-945919",2019-02-13,kungsholmen,80921.0,2795000.0,1.0,38.0,1708.0,3800.0,1936.0,3075000,,0.1001788908765653
13655,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-norrtullsgatan-31,-4-tr-946255",2019-02-13,vasastan,101091.0,4950000.0,2.0,55.0,2683.0,,1905.0,5560000,,0.12323232323232323
13656,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-teknologgatan-9b-946254,2019-02-13,vasastan,100400.0,4375000.0,2.0,50.0,2357.0,,1881.0,5020000,,0.14742857142857144
1803,"https://www.hemnet.se/salda/lagenhet-3rum-hogalid-stockholms-kommun-zinkens-vag-59,-3-tr-946004",2019-02-12,sodermalm,76190.0,4695000.0,3.0,63.0,2737.0,4901.0,1988.0,4800000,,0.022364217252396165
1804,"https://www.hemnet.se/salda/lagenhet-1rum-sofia-stockholms-kommun-malmgardsvagen-16,-3-tr-946031",2019-02-12,sodermalm,93333.0,2295000.0,1.0,27.0,1537.0,2988.0,1967.0,2520000,,0.09803921568627451
1805,https://www.hemnet.se/salda/lagenhet-3rum-hornstull-stockholms-kommun-tobaksspinnargatan-6-946065,2019-02-12,sodermalm,77985.0,5095000.0,3.0,67.0,4197.0,6480.0,1930.0,5225000,,0.02551521099116781
1806,https://www.hemnet.se/salda/lagenhet-2rum-maria-stockholms-kommun-hornsgatan-43-946034,2019-02-12,sodermalm,92045.0,4150000.0,2.0,44.0,2532.0,5300.0,1880.0,4050000,,-0.024096385542168676
1807,"https://www.hemnet.se/salda/lagenhet-1,5rum-sodermalm-stockholms-kommun-olandsgatan-44-945698",2019-02-12,sodermalm,84615.0,3300000.0,1.5,39.0,2204.0,9240.0,1928.0,3300000,,0.0
1808,https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-sofia-stockholms-kommun-tegelviksgatan-47-945567,2019-02-12,sodermalm,68269.0,4695000.0,3.0,78.0,4452.0,10296.0,1999.0,5325000,,0.134185303514377
1809,https://www.hemnet.se/salda/lagenhet-2rum-katarina-sofia-stockholms-kommun-katarina-bangata-50-945598,2019-02-12,sodermalm,94737.0,4995000.0,2.0,57.0,3010.0,,1905.0,5400000,,0.08108108108108109
1810,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-sofo-stockholms-kommun-kocksgatan-60a-945550,2019-02-12,sodermalm,117167.0,2975000.0,1.0,30.0,1300.0,6072.0,1906.0,3515000,,0.1815126050420168
1811,https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-stockholms-kommun-heleneborgsgatan-36b-945480,2019-02-12,sodermalm,88889.0,3495000.0,2.0,45.0,2862.0,,1930.0,4000000,,0.14449213161659513
13666,"https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-markvardsgatan-13,-5tr-945401",2019-02-12,vasastan,109028.0,6250000.0,3.0,72.0,3061.0,,1985.0,7850000,,0.256
4261,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-fleminggatan-55,-5-tr-964489",2019-02-12,kungsholmen,80000.0,6395000.0,3.0,80.0,3030.0,,1980.0,6400000,,0.0007818608287724785
10367,"https://www.hemnet.se/salda/lagenhet-5,5rum-ostermalm-stockholms-kommun-wittstocksgatan-9-945513",2019-02-12,ostermalm,89521.0,14950000.0,5.5,167.0,4208.0,14500.0,1929.0,14950000,,0.0
4265,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-fredhall-stockholms-kommun-snoilskyvagen-38,-2tr-945461",2019-02-12,kungsholmen,74762.0,4495000.0,3.0,63.0,3103.0,6000.0,1935.0,4710000,,0.047830923248053395
4264,"https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-stockholms-kommun-fridhemsgatan-10-b,-nb-945587",2019-02-12,kungsholmen,80809.0,5495000.0,4.0,68.0,3676.0,3900.0,1927.0,5495000,,0.0
4263,https://www.hemnet.se/salda/lagenhet-2rum-stockholm-kungsholmen-stockholms-kommun-celsiusgatan-8-945729,2019-02-12,kungsholmen,90444.0,3895000.0,2.0,45.0,2431.0,,1929.0,4070000,,0.044929396662387676
4262,"https://www.hemnet.se/salda/lagenhet-3rum-hornsbergs-strand-stockholms-kommun-lindhagensgatan-145,-van-7-945795",2019-02-12,kungsholmen,78652.0,6495000.0,3.0,89.0,5004.0,9900.0,2013.0,7000000,,0.07775211701308699
10365,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-vartavagen-4-945848,2019-02-12,ostermalm,107447.0,4375000.0,2.0,47.0,1904.0,4300.0,1912.0,5050000,,0.15428571428571428
10366,https://www.hemnet.se/salda/lagenhet-6rum-ostermalm-stockholms-kommun-eriksbergsgatan-14-987484,2019-02-12,ostermalm,97087.0,19950000.0,6.0,206.0,5584.0,,1914.0,20000000,,0.002506265664160401
13661,"https://www.hemnet.se/salda/lagenhet-4rum-vasastan-city-norrmalm-stockholms-kommun-sveavagen-80,-3tr,-946023",2019-02-12,vasastan,92437.0,10495000.0,4.0,119.0,3157.0,,1882.0,11000000,,0.04811815150071463
13662,"https://www.hemnet.se/salda/lagenhet-4rum-vasastan-roda-bergen-stockholms-kommun-rodabergsgatan-10,-1-tr-946005",2019-02-12,vasastan,78673.0,7495000.0,4.0,98.0,4442.0,,1926.0,7710000,,0.028685790527018012
13663,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-roslagsgatan-53-948967,2019-02-12,vasastan,86154.0,2650000.0,1.0,32.5,1449.0,5460.0,1929.0,2800000,,0.05660377358490566
13664,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-odenplan-stockholms-kommun-odengatan-86,-2,5-tr-945750",2019-02-12,vasastan,94904.0,4850000.0,2.0,52.0,1609.0,4200.0,1899.0,4935000,,0.01752577319587629
13665,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-frejgatan-53,-4tr-945603",2019-02-12,vasastan,83725.0,3990000.0,2.0,51.0,2114.0,2820.0,1926.0,4270000,,0.07017543859649122
1814,https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-katarina-stockholms-kommun-tideliusgrand-11-945304,2019-02-11,sodermalm,76250.0,6350000.0,3.0,80.0,4415.0,1332.0,2019.0,6100000,,-0.03937007874015748
10369,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-karlaplan-stockholms-kommun-erik-dahlbergsallen-11-945108,2019-02-11,ostermalm,100000.0,4295000.0,2.0,47.0,1530.0,6052.0,1913.0,4700000,,0.09429569266589057
4266,https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsholmsgatan-20-989246,2019-02-11,kungsholmen,85965.0,7250000.0,3.0,86.0,4380.0,,1889.0,7393000,,0.01972413793103448
4269,"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-scheelegatan-11a,-1tr-og-943241",2019-02-11,kungsholmen,91746.0,5150000.0,2.0,63.0,1886.0,,1888.0,5780000,,0.12233009708737864
7891,"https://www.hemnet.se/salda/lagenhet-2,5rum-gardet-stockholms-kommun-smedsbacksgatan-3,-8-av-8-tr-945030",2019-02-11,gardet,89286.0,4495000.0,2.5,56.0,3393.0,,1939.0,5000000,,0.11234705228031146
5104,https://www.hemnet.se/salda/lagenhet-2rum-stora-essingen-kungsholmen-stockholms-kommun-essingetorget-40-945206,2019-02-11,stora_essingen,55682.0,2495000.0,2.0,44.0,3087.0,,1935.0,2450000,,-0.018036072144288578
7890,https://www.hemnet.se/salda/lagenhet-4rum-norra-djurgardsstaden-stockholms-kommun-storangsgatan-3-946379,2019-02-11,gardet,69286.0,5895000.0,4.0,84.0,5228.0,6612.0,2014.0,5820000,,-0.01272264631043257
1816,"https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-hogalid-stockholms-kommun-hogalidsgatan-25,-tr-945142",2019-02-11,sodermalm,85484.0,2375000.0,1.0,31.0,1863.0,5135.0,1930.0,2650000,,0.11578947368421053
1815,https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-hogalid-stockholms-kommun-lundagatan-36a-945156,2019-02-11,sodermalm,93407.0,3795000.0,2.0,45.5,2277.0,5100.0,1931.0,4250000,,0.11989459815546773
6064,https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-8-945254,2019-02-11,lilla_essingen,77027.0,2850000.0,2.0,37.0,2578.0,,,2850000,,0.0
4268,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-fredhall-stockholms-kommun-frodingsvagen-5-945147,2019-02-11,kungsholmen,78824.0,2995000.0,2.0,42.5,2313.0,4000.0,1931.0,3350000,,0.11853088480801335
1812,https://www.hemnet.se/salda/lagenhet-3rum-katarina-stockholms-kommun-gotgatan-75a-954081,2019-02-11,sodermalm,84211.0,5800000.0,3.0,76.0,1008.0,4224.0,1980.0,6400000,,0.10344827586206896
13667,https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-gavlegatan-4-945292,2019-02-11,vasastan,88571.0,5895000.0,3.0,70.0,2707.0,,1928.0,6200000,,0.05173876166242578
1813,https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-stockholms-kommun-rutger-fuchsgatan-9-945341,2019-02-11,sodermalm,66563.0,3195000.0,2.0,48.0,2766.0,4500.0,1947.0,3195000,,0.0
10368,"https://www.hemnet.se/salda/lagenhet-2,5rum-ostermalm-stockholms-kommun-linnegatan-92-945293",2019-02-11,ostermalm,91000.0,9750000.0,2.5,100.0,2247.0,,1929.0,9100000,,-0.06666666666666667
4267,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-polhemsgatan-8,-2-tr-945355",2019-02-11,kungsholmen,88506.0,7250000.0,3.0,87.0,3395.0,,1934.0,7700000,,0.06206896551724138
1817,"https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-sofia-stockholms-kommun-rutger-fuchsgatan-4a,-3-tr-over-gard-944968",2019-02-10,sodermalm,92424.0,2895000.0,1.0,33.0,1641.0,5400.0,1929.0,3050000,,0.0535405872193437
4270,"https://www.hemnet.se/salda/lagenhet-1,5rum-kungsholmen-marieberg-stockholms-kommun-fyrverkarbacken-27,-van-5-944913",2019-02-10,kungsholmen,71667.0,2795000.0,1.5,39.0,1979.0,4936.0,1962.0,2795000,,0.0
1818,https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-sofia-stockholms-kommun-bondegatan-81-944911,2019-02-10,sodermalm,68824.0,5995000.0,3.0,85.0,4314.0,9708.0,1929.0,5850000,,-0.02418682235195997
13668,"https://www.hemnet.se/salda/lagenhet-1,5rum-vasastan-stockholms-kommun-sveavagen-93,-4tr-944888",2019-02-10,vasastan,85833.0,2495000.0,1.5,36.0,1708.0,4200.0,1926.0,3090000,,0.23847695390781562
13671,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-roda-bergen-stockholms-kommun-rodabergsgatan-4-944809,2019-02-09,vasastan,87500.0,3395000.0,2.0,44.0,2537.0,,1925.0,3850000,,0.13402061855670103
13670,"https://www.hemnet.se/salda/lagenhet-3,5rum-vasastan-sibirien-stockholms-kommun-surbrunnsgatan-31-a,-2-tr-945353",2019-02-09,vasastan,84396.0,7275000.0,3.5,91.0,2291.0,5400.0,1905.0,7680000,,0.05567010309278351
10370,https://www.hemnet.se/salda/lagenhet-2rum-villastan-stockholms-kommun-villagatan-9-944848,2019-02-09,ostermalm,110938.0,6395000.0,2.0,64.0,1769.0,,,7100000,,0.11024237685691947
10371,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-nybrogatan-57a-944756,2019-02-09,ostermalm,105882.0,6995000.0,2.0,68.0,3140.0,,1936.0,7200000,,0.029306647605432452
13669,https://www.hemnet.se/salda/lagenhet-3rum-vasastan-norrmalm-stockholms-kommun-vanadisvagen-30-944901,2019-02-09,vasastan,89773.0,7500000.0,3.0,88.0,3084.0,15600.0,0.0,7900000,,0.05333333333333334
1829,"https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-katarina-bangata-61,-6tr-944200",2019-02-08,sodermalm,117308.0,2495000.0,1.0,26.0,1582.0,8100.0,1934.0,3050000,,0.22244488977955912
1819,https://www.hemnet.se/salda/lagenhet-3rum-katarina-rosenlundshojden-stockholms-kommun-tideliusgrand-11-944515,2019-02-08,sodermalm,75949.0,6290000.0,3.0,79.0,4380.0,6130.0,2019.0,6000000,,-0.046104928457869634
1820,https://www.hemnet.se/salda/lagenhet-4rum-katarina-rosenlundshojden-stockholms-kommun-tideliusgrand-9-944513,2019-02-08,sodermalm,81538.0,7725000.0,4.0,91.0,4877.0,9030.0,2019.0,7420000,,-0.039482200647249194
1821,https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-maria-stockholms-kommun-maria-prastgardsgata-17-966975,2019-02-08,sodermalm,77215.0,5995000.0,3.0,79.0,3571.0,6000.0,,6100000,,0.01751459549624687
1822,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-katarina-stockholms-kommun-helgalunden-17-944766,2019-02-08,sodermalm,91613.0,2495000.0,1.0,31.0,1889.0,6600.0,1930.0,2840000,,0.13827655310621242
1823,"https://www.hemnet.se/salda/lagenhet-2rum-hornstull-stockholms-kommun-bergsunds-strand-36,-6-tr-944666",2019-02-08,sodermalm,81618.0,5500000.0,2.0,68.0,3142.0,6600.0,1970.0,5550000,,0.00909090909090909
1824,https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-maria-stockholms-kommun-bastugatan-27-944665,2019-02-08,sodermalm,78000.0,3850000.0,2.0,50.0,2195.0,6336.0,1930.0,3900000,,0.012987012987012988
1825,"https://www.hemnet.se/salda/lagenhet-1,5rum-sodermalm-stockholms-kommun-tjurbergsgatan-34,-2-tr-944399",2019-02-08,sodermalm,94211.0,3100000.0,1.5,38.0,2171.0,5000.0,1927.0,3580000,,0.15483870967741936
1828,"https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-gotgatan-90a,-5-tr-944204",2019-02-08,sodermalm,107500.0,3250000.0,1.0,30.0,838.0,2000.0,1932.0,3225000,,-0.007692307692307693
4273,"https://www.hemnet.se/salda/lagenhet-2,5rum-fredhall-stockholms-kommun-stagneliusvagen-42-944402",2019-02-08,kungsholmen,72059.0,3575000.0,2.5,51.0,2911.0,4300.0,1936.0,3675000,,0.027972027972027972
7892,https://www.hemnet.se/salda/lagenhet-3rum-norra-djurgardsstaden-stockholms-kommun-labradorgatan-8-944503,2019-02-08,gardet,97436.0,7750000.0,3.0,78.0,2674.0,,2018.0,7600000,,-0.01935483870967742
10373,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-skeppargatan-25-a-944175,2019-02-08,ostermalm,106349.0,6475000.0,2.0,63.0,2180.0,,1884.0,6700000,,0.03474903474903475
10372,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-odengatan-14a,-3-tr-944594",2019-02-08,ostermalm,87500.0,5875000.0,2.0,72.0,3201.0,,1895.0,6300000,,0.07234042553191489
4272,"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-bagljusvagen-3,-7-tr-944734",2019-02-08,kungsholmen,72155.0,3950000.0,2.0,58.0,3671.0,3504.0,2006.0,4185000,,0.05949367088607595
4271,"https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-stockholms-kommun-alstromergatan-45b,-5-tr-1027140",2019-02-08,kungsholmen,74231.0,9950000.0,4.0,130.0,5149.0,6000.0,1911.0,9650000,7.0,-0.03015075376884422
1827,"https://www.hemnet.se/salda/lagenhet-2rum-hogalid-stockholms-kommun-hornsgatan-85,-5tr-944211",2019-02-08,sodermalm,79104.0,4895000.0,2.0,67.0,2996.0,3900.0,1906.0,5300000,,0.08273748723186926
5105,"https://www.hemnet.se/salda/lagenhet-2rum-stora-essingen-stockholms-kommun-eknasvagen-6-b,-3-tr-944628",2019-02-08,stora_essingen,76220.0,2995000.0,2.0,41.0,2223.0,,1939.0,3125000,,0.04340567612687813
13676,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-vastmannagatan-82a,-2-tr-944279",2019-02-08,vasastan,80769.0,4550000.0,2.0,52.0,2608.0,,1903.0,4200000,,-0.07692307692307693
13675,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-vasaparken-stockholms-kommun-halsingegatan-7,-o,g-944379",2019-02-08,vasastan,101667.0,2950000.0,2.0,30.0,1459.0,,1900.0,3050000,,0.03389830508474576
13674,https://www.hemnet.se/salda/lagenhet-2rum-birkastan-stockholms-kommun-tomtebogatan-44-944398,2019-02-08,vasastan,81132.0,4150000.0,2.0,53.0,2312.0,,1906.0,4300000,,0.03614457831325301
13673,https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-rorstrandsgatan-25-944401,2019-02-08,vasastan,80224.0,5175000.0,3.0,67.0,2164.0,4200.0,1929.0,5375000,,0.03864734299516908
13672,"https://www.hemnet.se/salda/lagenhet-3rum-vasastan-norrmalm-stockholms-kommun-hollandargatan-24,-5-tr-944595",2019-02-08,vasastan,102500.0,7950000.0,3.0,80.0,4010.0,,0.0,8200000,8.0,0.031446540880503145
1826,"https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-stockholms-kommun-hallandsgatan-24,-4tr-944212",2019-02-08,sodermalm,79255.0,3290000.0,2.0,47.0,2349.0,,1929.0,3725000,,0.13221884498480244
1839,"https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-hogalid-stockholms-kommun-brannkyrkagatan-95a,-4tr-943937",2019-02-07,sodermalm,89189.0,2995000.0,2.0,37.0,2019.0,4200.0,1909.0,3300000,,0.1018363939899833
1838,https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-maria-stockholms-kommun-fatburstrappan-18-944048,2019-02-07,sodermalm,103049.0,3175000.0,2.0,41.0,3223.0,,1996.0,4225000,,0.33070866141732286
1837,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-maria-stockholms-kommun-timmermansgatan-37-944228,2019-02-07,sodermalm,93438.0,2795000.0,1.0,32.0,1788.0,,1935.0,2990000,,0.06976744186046512
1840,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-ringvagen-135-943583,2019-02-07,sodermalm,92105.0,2995000.0,1.0,38.0,1202.0,,1927.0,3500000,,0.1686143572621035
7895,"https://www.hemnet.se/salda/lagenhet-2rum-nedre-gardet-stockholms-kommun-skeppargatan-77,-4-tr-943940",2019-02-07,gardet,89286.0,3750000.0,2.0,42.0,2251.0,,1932.0,3750000,,0.0
7894,"https://www.hemnet.se/salda/lagenhet-1rum-gardet-ostermalm-stockholms-kommun-rindogatan-30,-3-tr-943947",2019-02-07,gardet,106250.0,2195000.0,1.0,24.0,1986.0,10464.0,0.0,2550000,,0.16173120728929385
