,index,Datum,Område,Pris per kvadratmeter,Begärt pris,Antal rum,Boarea,Avgift/månad,Driftskostnad,Byggår,Slutpris,Biarea,Prisökning
117,https://www.hemnet.se/salda/lagenhet-2rum-katarina-stockholms-kommun-bondegatan-8-1114303,2019-11-25,sodermalm,87719.0,4495000.0,2.0,57.0,3132.0,5000.0,1905.0,5000000,,0.11234705228031146
9630,https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-artillerigatan-43-1113601,2019-11-25,ostermalm,112143.0,7850000.0,3.0,70.0,3414.0,5400.0,1898.0,7850000,,0.0
9631,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-linnegatan-78-1113732,2019-11-25,ostermalm,139375.0,4995000.0,2.0,40.0,873.0,,1970.0,5575000,,0.11611611611611612
2618,"https://www.hemnet.se/salda/lagenhet-1,5rum-kungsholmen-stockholms-kommun-igeldammsgatan-10-1113614",2019-11-25,kungsholmen,88194.0,2575000.0,1.5,36.0,2238.0,5760.0,1929.0,3175000,,0.23300970873786409
118,"https://www.hemnet.se/salda/lagenhet-2,5rum-sodermalm-stockholms-kommun-wollmar-yxkullsgatan-50-1117010",2019-11-25,sodermalm,82653.0,3395000.0,2.5,49.0,2884.0,7500.0,,4050000,,0.19293078055964655
7119,https://www.hemnet.se/salda/lagenhet-1rum-gardet-stockholms-kommun-rindogatan-26-1113405,2019-11-25,gardet,83929.0,2350000.0,1.0,28.0,1251.0,3708.0,1938.0,2350000,,0.0
114,https://www.hemnet.se/salda/lagenhet-2rum-katarina-stockholms-kommun-brannerigatan-5-1114304,2019-11-25,sodermalm,82692.0,3995000.0,2.0,52.0,2913.0,1980.0,1926.0,4300000,,0.07634543178973717
116,"https://www.hemnet.se/salda/lagenhet-3rum-katarina-stockholms-kommun-katarina-bangata-55,-3-tr-1114289",2019-11-25,sodermalm,96923.0,5350000.0,3.0,65.0,3561.0,,1930.0,6300000,,0.17757009345794392
7118,https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-nedre-gardet-stockholms-kommun-blanchegatan-18-1114319,2019-11-25,gardet,90909.0,2595000.0,1.0,33.0,1856.0,,1937.0,3000000,,0.15606936416184972
115,https://www.hemnet.se/salda/lagenhet-2rum-katarina-stockholms-kommun-folkungagatan-65-1114161,2019-11-25,sodermalm,83178.0,3995000.0,2.0,53.5,2814.0,8500.0,1929.0,4450000,,0.11389236545682102
12178,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sankt-eriksgatan-108,-1-tr-mot-gard-1113321",2019-11-25,vasastan,97619.0,3750000.0,2.0,42.0,1736.0,7600.0,1926.0,4100000,,0.09333333333333334
12177,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-odenplan-stockholms-kommun-vastmannagatan-80,-2tr-1113559",2019-11-25,vasastan,113667.0,2750000.0,1.0,30.0,1323.0,,1904.0,3410000,,0.24
12179,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-roslagsgatan-36,-1tr-1115724",2019-11-25,vasastan,92500.0,6395000.0,2.0,76.0,3153.0,,1884.0,7030000,,0.09929632525410477
2619,"https://www.hemnet.se/salda/lagenhet-2,5rum-kungsholmen-stockholms-kommun-sysslomansgatan-22,-5-tr-1113649",2019-11-24,kungsholmen,75794.0,4695000.0,2.5,63.0,3884.0,,1940.0,4775000,,0.01703940362087327
2620,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsbro-strand-25,-6tr-1113288",2019-11-24,kungsholmen,95313.0,5995000.0,3.0,64.0,4660.0,5400.0,1934.0,6100000,,0.01751459549624687
119,"https://www.hemnet.se/salda/lagenhet-2,5rum-sodermalm-stockholms-kommun-borgargatan-6,-4-tr-1113198",2019-11-24,sodermalm,78788.0,4595000.0,2.5,66.0,3480.0,15492.0,1929.0,5200000,,0.13166485310119697
12181,"https://www.hemnet.se/salda/lagenhet-2,5rum-vasastan-odenplan-stockholms-kommun-hagagatan-4,-2tr-1112932",2019-11-23,vasastan,91549.0,6150000.0,2.5,71.0,2498.0,7600.0,1930.0,6500000,,0.056910569105691054
12180,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-valentin-sabbats-gata-1-1112961,2019-11-23,vasastan,104023.0,3895000.0,2.0,43.5,2217.0,3429.0,2008.0,4525000,,0.16174582798459564
9633,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-grevgatan-26a-1112946,2019-11-23,ostermalm,113208.0,5750000.0,2.0,53.0,2421.0,,1902.0,6000000,,0.043478260869565216
9632,"https://www.hemnet.se/salda/lagenhet-1,5rum-ostermalm-stockholms-kommun-birger-jarlsgatan-104b,-3tr-1113285",2019-11-23,ostermalm,110000.0,2995000.0,1.5,31.0,2279.0,,1928.0,3410000,,0.13856427378964942
120,https://www.hemnet.se/salda/lagenhet-3rum-hogalid-stockholms-kommun-brannkyrkagatan-80-1113279,2019-11-23,sodermalm,69392.0,4995000.0,3.0,74.0,2471.0,,1983.0,5135000,,0.028028028028028028
2621,"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-lidnersplan-8,-4tr-1112927",2019-11-22,kungsholmen,101935.0,2475000.0,2.0,31.0,2037.0,,1938.0,3160000,,0.2767676767676768
2622,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-sankt-eriksgatan-2-1112633,2019-11-22,kungsholmen,80000.0,4975000.0,2.0,65.0,2074.0,4860.0,1927.0,5200000,,0.04522613065326633
2623,"https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-alstromergatan-32l,-2-tr-1112588",2019-11-22,kungsholmen,98214.0,2495000.0,1.0,28.0,1307.0,4200.0,1929.0,2750000,,0.10220440881763528
2624,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-fredhall-stockholms-kommun-atterbomsvagen-38-1112560,2019-11-22,kungsholmen,71429.0,2850000.0,2.0,42.0,2274.0,4200.0,1935.0,3000000,,0.05263157894736842
2625,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-thorildsplan-stockholms-kommun-gyllenborgsgatan-11-1112508,2019-11-22,kungsholmen,89744.0,2975000.0,2.0,39.0,1870.0,,1927.0,3500000,,0.17647058823529413
2626,"https://www.hemnet.se/salda/lagenhet-2,5rum-kungsholmen-stockholms-kommun-john-ericssonsgatan-11,-2-tr-1113223",2019-11-22,kungsholmen,84658.0,5950000.0,2.5,73.0,4236.0,3000.0,1935.0,6180000,,0.03865546218487395
2627,"https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-stockholms-kommun-norr-malarstrand-68,-4-tr-1112861",2019-11-22,kungsholmen,102143.0,9975000.0,4.0,105.0,4147.0,,1931.0,10725000,,0.07518796992481203
12185,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-eastmansvagen-11-,3-tr-1112468",2019-11-22,vasastan,110556.0,4295000.0,2.0,45.0,1692.0,,2008.0,4975000,,0.15832363213038417
2628,"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-lilla-vasterbron-4,-8-tr-1112596",2019-11-22,kungsholmen,74615.0,4495000.0,2.0,65.0,3150.0,7200.0,2008.0,4850000,,0.07897664071190211
121,"https://www.hemnet.se/salda/lagenhet-2rum-mariaberget-stockholms-kommun-bastugatan-17,-3-tr-1113124",2019-11-22,sodermalm,97619.0,3595000.0,2.0,42.0,1759.0,8442.0,1932.0,4100000,,0.1404728789986092
12183,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-dalagatan-86a,-2-tr-1112619",2019-11-22,vasastan,92453.0,4900000.0,2.0,53.0,2949.0,4200.0,1916.0,4900000,,0.0
9639,"https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-ostermalmsgatan-65,-4-tr-1111894",2019-11-22,ostermalm,130000.0,13900000.0,3.0,120.0,4500.0,,1989.0,15600000,,0.1223021582733813
9638,"https://www.hemnet.se/salda/lagenhet-3,5rum-ostermalm-stockholms-kommun-verdandigatan-1-1112345",2019-11-22,ostermalm,116355.0,11500000.0,3.5,107.0,2630.0,,1916.0,12450000,,0.08260869565217391
9637,https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-floragatan-16-1112487,2019-11-22,ostermalm,128602.0,10995000.0,3.0,93.0,3964.0,,1885.0,11960000,,0.08776716689404275
9636,https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-stockholms-kommun-bragevagen-1-1112583,2019-11-22,ostermalm,135338.0,13900000.0,4.0,133.0,4785.0,,1915.0,18000000,,0.2949640287769784
9635,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-grevgatan-56-1112489,2019-11-22,ostermalm,109773.0,3995000.0,2.0,44.0,1763.0,5676.0,1888.0,4830000,,0.20901126408010012
9634,"https://www.hemnet.se/salda/lagenhet-1,5rum-vasastan-ostermalm-stockholms-kommun-surbrunnsgatan-3,-2-tr-1112494",2019-11-22,ostermalm,93958.0,3995000.0,1.5,48.0,2357.0,3900.0,1897.0,4510000,,0.12891113892365458
7121,"https://www.hemnet.se/salda/lagenhet-1rum-stockholms-kommun-furusundsgatan-13-4,-tr-1112527",2019-11-22,gardet,91216.0,3000000.0,1.0,37.0,1475.0,,1938.0,3375000,,0.125
7120,"https://www.hemnet.se/salda/lagenhet-2rum-norra-djurgardsstaden-stockholms-kommun-bobergsgatan-71,-4-tr-1112996",2019-11-22,gardet,101376.0,5695000.0,2.0,54.5,1971.0,249.0,2018.0,5525000,,-0.029850746268656716
122,https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-sofo-stockholms-kommun-skanegatan-86-1112325,2019-11-22,sodermalm,93333.0,7250000.0,3.0,81.0,4143.0,10176.0,1906.0,7560000,,0.04275862068965517
5881,"https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-71,-4-tr-1112368",2019-11-22,lilla_essingen,75960.0,3295000.0,2.0,49.5,3350.0,4860.0,2004.0,3760000,,0.1411229135053111
12182,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-roslagsgatan-29a,-4tr-1113145",2019-11-22,vasastan,120833.0,2395000.0,1.0,24.0,1507.0,,1936.0,2900000,,0.21085594989561587
5882,"https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-25,-3-tr-1112171",2019-11-22,lilla_essingen,69153.0,4150000.0,2.0,62.0,3727.0,,2007.0,4287500,,0.03313253012048193
12184,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-city-norrmalm-stockholms-kommun-luntmakargatan-69a,-og-1112471",2019-11-22,vasastan,122037.0,3295000.0,2.0,27.0,1264.0,4200.0,1883.0,3295000,,0.0
123,"https://www.hemnet.se/salda/lagenhet-4rum-sodermalm-mariaberget-stockholms-kommun-kattgrand-10,-3-tr-1112357",2019-11-22,sodermalm,83974.0,8990000.0,4.0,117.0,5226.0,,1975.0,9825000,,0.092880978865406
12186,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-norrbackagatan-44,-3,5-tr-1112426",2019-11-22,vasastan,107857.0,4195000.0,2.0,42.0,1759.0,,1910.0,4530000,18.0,0.07985697258641239
12187,https://www.hemnet.se/salda/lagenhet-2rum-vasastaden-stockholms-kommun-sveavagen-119-1112898,2019-11-22,vasastan,110870.0,4475000.0,2.0,46.0,647.0,8200.0,1929.0,5100000,21.0,0.13966480446927373
12188,https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-tulegatan-35a-1112386,2019-11-22,vasastan,93548.0,8595000.0,3.0,93.0,3006.0,4200.0,,8700000,,0.012216404886561954
2633,https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-ola-hanssonsgatan-7-1111841,2019-11-21,kungsholmen,93571.0,2375000.0,1.0,28.0,1902.0,2160.0,1934.0,2620000,,0.1031578947368421
2634,"https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-fredhall-stockholms-kommun-ralambsvagen-48,-3tr-1111840",2019-11-21,kungsholmen,85526.0,2895000.0,2.0,38.0,2112.0,7104.0,1931.0,3250000,,0.1226252158894646
2635,https://www.hemnet.se/salda/lagenhet-4rum-hornsbergs-strand-stockholms-kommun-nordenflychtsvagen-65-1111572,2019-11-21,kungsholmen,75789.0,7195000.0,4.0,95.0,4261.0,9600.0,2007.0,7200000,,0.0006949270326615705
2636,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-love-almqvists-vag-4b-1111525,2019-11-21,kungsholmen,84000.0,2850000.0,2.0,37.5,3015.0,,1935.0,3150000,,0.10526315789473684
2637,"https://www.hemnet.se/salda/lagenhet-5rum-kungsholmen-stockholms-kommun-jakob-westinsgatan-3,-2-tr-1112853",2019-11-21,kungsholmen,94412.0,14900000.0,5.0,170.0,4473.0,6840.0,1925.0,16050000,,0.07718120805369127
2638,https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-kristineberg-stockholms-kommun-levertinsgatan-3-1112113,2019-11-21,kungsholmen,62000.0,4295000.0,3.0,75.0,4863.0,9000.0,1931.0,4650000,,0.08265424912689173
2639,"https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-sysslomansgatan-24,-2-tr-1111622",2019-11-21,kungsholmen,110417.0,2175000.0,1.0,24.0,1231.0,3000.0,1939.0,2650000,,0.21839080459770116
12193,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-roda-bergen-stockholms-kommun-torsgatan-71-1112099,2019-11-21,vasastan,51000.0,2495000.0,2.0,50.0,2438.0,,1926.0,2550000,,0.022044088176352707
12194,"https://www.hemnet.se/salda/lagenhet-3rum-vasastan-norrmalm-stockholms-kommun-luntmakargatan-54a,-1tr-1111602",2019-11-21,vasastan,108108.0,6595000.0,3.0,74.0,3948.0,4700.0,1884.0,8000000,,0.21304018195602728
2632,https://www.hemnet.se/salda/lagenhet-4rum-kungsholmen-stockholms-kommun-p-o-hallmans-gata-17-1111854,2019-11-21,kungsholmen,76888.0,7295000.0,4.0,108.6,4931.0,9240.0,1998.0,8350000,,0.14461960246744346
12192,https://www.hemnet.se/salda/lagenhet-1rum-vasa-norrmalm-stockholms-kommun-tulegatan-23b-1111463,2019-11-21,vasastan,115161.0,2975000.0,1.0,31.0,1008.0,5100.0,1897.0,3570000,,0.2
12191,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-karlbergsvagen-78a-1111555,2019-11-21,vasastan,92157.0,4325000.0,2.0,51.0,2447.0,5400.0,1911.0,4700000,,0.08670520231213873
12190,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-birkastan-stockholms-kommun-robert-almstromsgatan-8-1111842,2019-11-21,vasastan,101290.0,5950000.0,2.0,62.0,2274.0,,1927.0,6280000,,0.05546218487394958
2630,"https://www.hemnet.se/salda/lagenhet-1rum-vastra-kungsholmen-stockholms-kommun-sankt-goransgatan-153,-van-8-1112664",2019-11-21,kungsholmen,106122.0,2350000.0,1.0,24.5,1165.0,9668.0,1949.0,2600000,,0.10638297872340426
12189,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sigtunagatan-5-a,-4tr,-1112700",2019-11-21,vasastan,111111.0,5795000.0,2.0,54.0,2682.0,,1911.0,6000000,,0.03537532355478861
2631,https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-creutzgatan-11-1111945,2019-11-21,kungsholmen,126667.0,1795000.0,1.0,18.0,1146.0,,,2280000,,0.27019498607242337
9642,https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-kommendorsgatan-8f-1112161,2019-11-21,ostermalm,108108.0,10250000.0,3.0,111.0,4638.0,,1975.0,12000000,,0.17073170731707318
2629,"https://www.hemnet.se/salda/lagenhet-3,5rum-kungsholmen-thorildsplan-stockholms-kommun-drottningholmsvagen-76,-2tr-1112793",2019-11-21,kungsholmen,65000.0,4795000.0,3.5,80.0,3344.0,8000.0,1927.0,5200000,,0.08446298227320125
9641,"https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-nybrogatan-65,-2-tr,-1111667",2019-11-21,ostermalm,115789.0,5675000.0,2.0,57.0,311.0,6000.0,1953.0,6600000,,0.16299559471365638
124,"https://www.hemnet.se/salda/lagenhet-5rum-katarina-stockholms-kommun-rapsgatan-1,-2-tr-1112765",2019-11-21,sodermalm,107767.0,8750000.0,5.0,103.0,5500.0,6100.0,1994.0,11100000,,0.26857142857142857
125,"https://www.hemnet.se/salda/lagenhet-3rum-maria-stockholms-kommun-fatburs-brunnsgata-22,-4-tr-1112767",2019-11-21,sodermalm,75333.0,5195000.0,3.0,75.0,4074.0,9352.0,1990.0,5650000,,0.0875842155919153
126,https://www.hemnet.se/salda/lagenhet-1rum-mariatorget-stockholms-kommun-brannkyrkagatan-52-1111930,2019-11-21,sodermalm,94722.0,2900000.0,1.0,36.0,1814.0,3540.0,1892.0,3410000,,0.17586206896551723
127,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-sofia-stockholms-kommun-klippgatan-14c-1111766,2019-11-21,sodermalm,108696.0,1995000.0,1.0,23.0,1347.0,,1929.0,2500000,,0.2531328320802005
128,"https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-maria-magdalena-stockholms-kommun-wollmar-yxkullsgatan-5a,-1-tr,-1111700",2019-11-21,sodermalm,83333.0,5995000.0,3.0,87.0,5154.0,7000.0,1926.0,7250000,,0.20934111759799834
129,"https://www.hemnet.se/salda/lagenhet-3rum-sodermalm-hogalid-stockholms-kommun-heleneborgsgatan-25b,-5tr-1111606",2019-11-21,sodermalm,100000.0,4995000.0,3.0,64.0,3353.0,,1919.0,6400000,,0.28128128128128127
130,"https://www.hemnet.se/salda/lagenhet-5rum-hornstull-stockholms-kommun-hornsgatan-141d,-7-tr-hogst-upp-1111652",2019-11-21,sodermalm,86523.0,9995000.0,5.0,128.0,5261.0,9100.0,2010.0,11075000,,0.10805402701350675
5006,https://www.hemnet.se/salda/lagenhet-1rum-stora-essingen-stockholms-kommun-essingestraket-21-1111501,2019-11-21,stora_essingen,75000.0,2295000.0,1.0,36.0,1470.0,,1939.0,2700000,,0.17647058823529413
5883,"https://www.hemnet.se/salda/lagenhet-1,5rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-12-1112112",2019-11-21,lilla_essingen,78261.0,2295000.0,1.5,34.5,2162.0,3900.0,1931.0,2700000,,0.17647058823529413
5884,"https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-essinge-brogata-12,-5tr-1111868",2019-11-21,lilla_essingen,64238.0,4750000.0,3.0,75.5,4828.0,7200.0,1931.0,4850000,,0.021052631578947368
7122,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-gardet-stockholms-kommun-sandhamnsgatan-75-e-1112790,2019-11-21,gardet,85455.0,4495000.0,2.0,55.0,3317.0,,2018.0,4700000,,0.04560622914349277
7123,"https://www.hemnet.se/salda/lagenhet-3rum-gardet-ostermalm-stockholms-kommun-smedsbacksgatan-3b,-3-tr-1111738",2019-11-21,gardet,83482.0,4195000.0,3.0,56.0,3393.0,7800.0,1939.0,4675000,,0.11442193087008343
9640,"https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-sibyllegatan-54,-5-tr,-1112791",2019-11-21,ostermalm,110000.0,5995000.0,3.0,65.0,2697.0,,1969.0,7150000,,0.1926605504587156
7124,https://www.hemnet.se/salda/lagenhet-4rum-gardet-ostermalm-stockholms-kommun-banergatan-71-1112133,2019-11-21,gardet,78713.0,6995000.0,4.0,101.0,5939.0,,,7950000,,0.13652609006433167
9643,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-strandvagen-19-1111167,2019-11-21,ostermalm,185667.0,6750000.0,2.0,45.0,1255.0,,1898.0,8355000,,0.23777777777777778
9646,https://www.hemnet.se/salda/lagenhet-4rum-ostermalm-stockholms-kommun-danderydsgatan-25-1113372,2019-11-20,ostermalm,110301.0,14995000.0,4.0,133.0,6466.0,,2012.0,14670000,,-0.021673891297099034
138,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-tanto-stockholms-kommun-sockerbruksgrand-10-1111517,2019-11-20,sodermalm,87742.0,2500000.0,1.0,31.0,1342.0,4600.0,,2720000,,0.088
137,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-sofia-stockholms-kommun-metargatan-13-1110825,2019-11-20,sodermalm,88485.0,2495000.0,1.0,33.0,1777.0,,,2920000,,0.17034068136272545
136,"https://www.hemnet.se/salda/lagenhet-1,5rum-maria-gamla-stan-hogalid-stockholms-kommun-maria-prastgardsgata-12a,-3-tr-1111044",2019-11-20,sodermalm,101389.0,3095000.0,1.5,36.0,995.0,,1907.0,3650000,,0.17932148626817448
135,"https://www.hemnet.se/salda/lagenhet-1rum-hogalid-stockholms-kommun-heleneborgsgatan-36b,-4tr-1111114",2019-11-20,sodermalm,111034.0,2595000.0,1.0,29.0,2008.0,7920.0,1930.0,3220000,,0.24084778420038536
134,https://www.hemnet.se/salda/lagenhet-1rum-katarina-sofia-stockholms-kommun-gotlandsgatan-71-1111117,2019-11-20,sodermalm,100500.0,2495000.0,1.0,30.0,1759.0,,1926.0,3015000,,0.20841683366733466
133,"https://www.hemnet.se/salda/lagenhet-2rum-hornstull-stockholms-kommun-heleneborgsgatan-8-a,-3-tr-1112071",2019-11-20,sodermalm,84483.0,4495000.0,2.0,58.0,3030.0,10428.0,1925.0,4900000,,0.09010011123470522
132,https://www.hemnet.se/salda/lagenhet-2rum-sofia-stockholms-kommun-bondegatan-45-1112033,2019-11-20,sodermalm,81522.0,3495000.0,2.0,46.0,2504.0,8960.0,1929.0,3750000,,0.07296137339055794
131,https://www.hemnet.se/salda/lagenhet-2rum-hornstull-stockholms-kommun-drakenbergsgatan-16-hornsgatan-117-1112070,2019-11-20,sodermalm,78571.0,3250000.0,2.0,49.0,2044.0,7148.0,1970.0,3850000,,0.18461538461538463
9644,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-storgatan-32-1112068,2019-11-20,ostermalm,117600.0,2495000.0,2.0,25.0,1651.0,8200.0,1879.0,2940000,,0.17835671342685372
9645,"https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-oxenstiernsgatan-35,-1tr-1111178",2019-11-20,ostermalm,75000.0,6750000.0,3.0,90.0,4061.0,7500.0,1953.0,6750000,,0.0
2646,https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-polhemsgatan-21-1111216,2019-11-20,kungsholmen,87500.0,5395000.0,3.0,70.0,3024.0,8400.0,1897.0,6125000,,0.13531047265987026
2647,https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-fridhemsplan-stockholms-kommun-mariebergsgatan-30-1111128,2019-11-20,kungsholmen,73134.0,4495000.0,3.0,67.0,3370.0,3492.0,1992.0,4900000,,0.09010011123470522
12195,"https://www.hemnet.se/salda/lagenhet-3rum-vasastan-birkastan-stockholms-kommun-birkagatan-32,-4tr,-1112077",2019-11-20,vasastan,98264.0,5995000.0,3.0,72.0,1711.0,,1904.0,7075000,,0.18015012510425354
12196,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-atlas-stockholms-kommun-atlasgatan-12,-1,5tr-1112018",2019-11-20,vasastan,95806.0,2795000.0,1.0,31.0,1367.0,,1929.0,2970000,,0.0626118067978533
12197,"https://www.hemnet.se/salda/lagenhet-3rum-vasastan-atlas-stockholms-kommun-atlasgatan-12,-2tr-vindsetage-1112075",2019-11-20,vasastan,88393.0,8950000.0,3.0,112.0,5336.0,,1929.0,9900000,12.0,0.10614525139664804
12198,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-odenplan-stockholms-kommun-surbrunnsgatan-52,-1tr-1112065",2019-11-20,vasastan,86667.0,4795000.0,2.0,60.0,3286.0,,1880.0,5200000,,0.08446298227320125
12199,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-city-norrmalm-stockholms-kommun-radmansgatan-77a,-1,5-tr-1111977",2019-11-20,vasastan,101000.0,4595000.0,2.0,50.0,1927.0,9396.0,1876.0,5050000,,0.09902067464635474
12200,"https://www.hemnet.se/salda/lagenhet-2,5rum-vasastan-stockholms-kommun-norrtullsgatan-38,-3tr-1111229",2019-11-20,vasastan,81731.0,3795000.0,2.5,52.0,2860.0,4800.0,1939.0,4250000,,0.11989459815546773
12201,"https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-upplandsgatan-87,-6-tr-1111179",2019-11-20,vasastan,93759.0,11500000.0,4.0,133.0,4590.0,,1911.0,12470000,16.0,0.08434782608695653
12202,https://www.hemnet.se/salda/lagenhet-2rum-vasastan-sibirien-stockholms-kommun-roslagsgatan-27-1111030,2019-11-20,vasastan,91778.0,3495000.0,2.0,45.0,2305.0,6120.0,1936.0,4130000,,0.18168812589413447
12203,https://www.hemnet.se/salda/lagenhet-3rum-birkastan-stockholms-kommun-rorstrandsgatan-3-1110998,2019-11-20,vasastan,92157.0,8995000.0,3.0,102.0,2287.0,9000.0,1926.0,9400000,,0.04502501389660923
12204,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-karlbergsvagen-37b,-1-tr-1110953",2019-11-20,vasastan,113514.0,3295000.0,2.0,37.0,1012.0,5800.0,1897.0,4200000,,0.2746585735963581
9647,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-kommendorsgatan-32-1110912,2019-11-20,ostermalm,112727.0,5490000.0,2.0,55.0,2573.0,,1896.0,6200000,,0.12932604735883424
139,"https://www.hemnet.se/salda/lagenhet-2,5rum-sodermalm-sofia-stockholms-kommun-fargargardstorget-36,-3-tr-1111509",2019-11-20,sodermalm,77083.0,4395000.0,2.5,72.0,3184.0,5500.0,1981.0,5550000,,0.2627986348122867
140,https://www.hemnet.se/salda/lagenhet-3rum-stockholm-stockholms-kommun-ludvigsbergsgatan-19-1110972,2019-11-20,sodermalm,90432.0,6500000.0,3.0,81.0,2601.0,2400.0,1964.0,7325000,,0.12692307692307692
7128,https://www.hemnet.se/salda/lagenhet-2rum-nedre-gardet-ostermalm-stockholms-kommun-sandelsgatan-35-1111111,2019-11-20,gardet,102500.0,3495000.0,2.0,40.0,2198.0,,1935.0,4100000,,0.17310443490701002
2648,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-kungsholmstorg-stockholms-kommun-scheelegatan-4-a,-3-tr,-1110926",2019-11-20,kungsholmen,101266.0,7895000.0,3.0,79.0,1910.0,,1900.0,8000000,,0.013299556681443952
2649,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-drottningholmsvagen-31,-5-tr-1111435",2019-11-20,kungsholmen,75410.0,4350000.0,3.0,61.0,2866.0,3000.0,1938.0,4600000,,0.05747126436781609
12206,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-sankt-eriksgatan-99,-1,5-tr-1111213",2019-11-20,vasastan,76974.0,5695000.0,2.0,76.0,2355.0,7300.0,1929.0,5850000,,0.027216856892010536
2645,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-radhuset-stockholms-kommun-pilgatan-21-1111248,2019-11-20,kungsholmen,86333.0,4495000.0,2.0,60.0,3059.0,,1929.0,5180000,,0.15239154616240266
