,Datum,Område,Pris per kvadratmeter,Begärt pris,Antal rum,Boarea,Avgift/månad,Driftskostnad,Byggår,Slutpris
1050,2019-05-14,Katarina/Sofia,98148,2250000,1.0,27.0,1537.0,0.0,1967.0,2650000.0
1051,2019-05-14,ödermalm - Mariatorget,98471,8250000,3.0,85.0,2082.0,0.0,1889.0,8370000.0
1052,2019-05-14,Kungsholmen Rådhuset,91803,4995000,2.0,61.0,2494.0,0.0,1888.0,5600000.0
1053,2019-05-14,Vasastan,71875,6775000,3.0,96.0,4599.0,0.0,1924.0,6900000.0
1054,2019-05-14,Norrmalm,97222,8750000,3.0,90.0,3931.0,0.0,8000.0,8750000.0
1055,2019-05-14,ödermalm - Tanto,60793,6950000,4.5,113.5,4448.0,0.0,7900.0,6900000.0
1056,2019-05-14,Vasastan,87736,4150000,2.0,53.0,2244.0,0.0,2000.0,4650000.0
1057,2019-05-13,Vasastan - Birkastan,86889,7650000,3.0,90.0,2869.0,0.0,1904.0,7820000.0
1058,2019-05-13,Kungsholmen,88696,7495000,4.0,92.0,4575.0,0.0,1997.0,8160000.0
1059,2019-05-13,ödermalm Maria,109500,4495000,2.0,50.0,2521.0,0.0,1925.0,5475000.0
1060,2019-05-13,ödermalm / Katarina/Sofia,77449,3795000,2.0,49.0,2904.0,0.0,0.0,3795000.0
1061,2019-05-13,Vasastan - Norrmalm,105702,10950000,4.0,114.0,5787.0,0.0,1881.0,12050000.0
1062,2019-05-13,Fo,95833,2850000,2.0,36.0,2072.0,0.0,1929.0,3450000.0
1063,2019-05-12,ödermalm Sofia,74483,3995000,2.0,58.0,3472.0,0.0,1994.0,4320000.0
1064,2019-05-10,Vasastan - Sibirien,105000,3850000,2.0,40.0,2512.0,0.0,1936.0,4200000.0
1065,2019-05-10,Högalid,62264,2950000,2.5,53.0,4188.0,0.0,1952.0,3300000.0
1066,2019-05-10,Vasastan Sibirien,85915,2800000,1.0,35.5,1998.0,0.0,1929.0,3050000.0
1067,2019-05-10,Kungsholmen,88587,3995000,2.0,46.0,1138.0,0.0,1929.0,4075000.0
1068,2019-05-10,Östermalm,76923,3995000,2.0,52.0,2424.0,0.0,1943.0,4000000.0
1069,2019-05-10,Kungsholmen,88208,4250000,2.0,53.0,2606.0,0.0,1903.0,4675000.0
1070,2019-05-10,Hagastaden - Vasastan,87500,5895000,3.0,64.0,3307.0,0.0,2018.0,5600000.0
1071,2019-05-10,Kungsholmen,88000,4250000,2.0,50.0,1868.0,0.0,1905.0,4400000.0
1072,2019-05-10,Kungsholmen,86442,4495000,2.0,52.0,3382.0,0.0,6600.0,4495000.0
1073,2019-05-10,,112745,4995000,2.0,51.0,1622.0,0.0,1898.0,5750000.0
1074,2019-05-10,ödermalm - Sofia,86364,2795000,1.0,33.0,1777.0,0.0,3200.0,2850000.0
1075,2019-05-10,ödermalm - Högalid,63788,3700000,2.0,66.0,2724.0,0.0,4200.0,4210000.0
1076,2019-05-10,Kungsholmen - Fredhäll,82286,2495000,2.0,35.0,1807.0,0.0,3200.0,2880000.0
1077,,,89754,5595000,2.0,61.0,3748.0,0.0,2019.0,5475000.0
1078,,Kungsholmen/Fridhemsplan,72353,5995000,2.5,85.0,4831.0,0.0,1937.0,6150000.0
1079,,Östermalm,70333,9495000,4.0,135.0,5781.0,0.0,1931.0,9495000.0
1080,,Östermalm,97600,4295000,2.0,50.0,2292.0,0.0,1937.0,4880000.0
1081,,,66587,4195000,3.0,63.0,2787.0,0.0,1944.0,4195000.0
1082,,Kungsholmen,78125,4995000,2.0,64.0,3713.0,0.0,2001.0,5000000.0
1083,,Vasastan,93793,2350000,1.0,29.0,2228.0,0.0,1884.0,2720000.0
1084,,Vasastan,112222,8750000,3.5,90.0,3570.0,0.0,1927.0,10100000.0
1085,,ödermalm Högalid,91563,2930000,1.5,32.0,1539.0,0.0,6600.0,2930000.0
1086,,Vasastan - Röda Bergen,95116,3850000,2.0,43.0,1741.0,0.0,1926.0,4090000.0
1087,,ödermalm,113636,2095000,1.0,22.0,1206.0,0.0,1929.0,2500000.0
1088,,,115116,4495000,2.0,43.0,1172.0,0.0,1914.0,4950000.0
1089,,ödermalm,105556,7850000,3.0,90.0,4505.0,0.0,2016.0,9500000.0
1090,,Kungsholmen - Kungsholms Strand,91833,5195000,2.0,60.0,2787.0,0.0,1932.0,5510000.0
1091,,City / Norrmalm / Vasastan,68333,3995000,2.0,60.0,6240.0,0.0,1994.0,4100000.0
1092,,ödermalm - Sofia,98125,2600000,1.0,32.0,1499.0,0.0,4800.0,3140000.0
1093,,ödermalm Sofia,107004,2750000,1.0,25.7,1638.0,0.0,4300.0,2750000.0
1094,,ödermalm - Hornstull,63415,4795000,3.0,82.0,4044.0,0.0,5500.0,5200000.0
1095,,Kungsholmen Norr Mälarstrand,75974,5250000,3.0,77.0,1180.0,0.0,1926.0,5850000.0
1096,,Vasastan,90878,5900000,3.0,74.0,1619.0,0.0,1977.0,6725000.0
1097,,Östermalm,107353,7395000,2.5,68.0,2707.0,0.0,1884.0,7300000.0
1098,,Östermalm,64560,11750000,6.0,182.0,6742.0,0.0,7800.0,11750000.0
1099,,Vasastan,116000,2495000,1.0,25.0,1151.0,0.0,1925.0,2900000.0
1100,,Kungsholmen/Fredhäll,84559,2495000,1.5,34.0,1934.0,0.0,1931.0,2875000.0
1101,,Vasastan - Odenplan,94154,5795000,2.0,65.0,2380.0,0.0,1905.0,6120000.0
1102,,Vasastan - City/Norrmalm,88043,3750000,2.0,46.0,2352.0,0.0,1750.0,4050000.0
1103,,Högalid,81176,2995000,2.0,42.5,1787.0,0.0,1965.0,3450000.0
1104,,Vasastan - Birkastan,111912,6295000,3.0,68.0,1932.0,0.0,6600.0,7610000.0
1105,,Kungsholmen,88034,9995000,4.0,117.0,6075.0,0.0,1939.0,10300000.0
1106,,Kungsholmen,90455,3495000,2.0,44.0,1820.0,0.0,1931.0,3980000.0
1107,,Kungsholmen,80759,2795000,1.0,39.5,2073.0,0.0,1927.0,3190000.0
1108,,Kungsholmen Fredhäll,68333,4195000,3.0,60.0,4150.0,0.0,1932.0,4100000.0
1109,,irkastan,108108,3395000,2.0,37.0,1634.0,0.0,1904.0,4000000.0
1110,,Östermalm,92222,3995000,2.0,45.0,1859.0,0.0,1939.0,4150000.0
1111,,Östermalm,140136,18900000,5.0,147.0,4169.0,0.0,1898.0,20600000.0
1112,,Östermalm - Östermalmstorg,116250,3595000,2.0,40.0,1344.0,0.0,1140.0,4650000.0
1113,,Vasastan,95897,3295000,2.0,39.0,2083.0,0.0,1905.0,3740000.0
1114,,Östermalm,163415,29000000,6.0,205.0,3757.0,0.0,1929.0,33500000.0
1115,,Vasastan - Norrmalm,103485,3415000,1.0,33.0,1043.0,0.0,4800.0,3415000.0
1116,,ödermalm - Katarina,106858,10500000,3.0,113.0,2283.0,0.0,8500.0,12075000.0
1117,,Vasastan - Odenplan,107647,3195000,1.0,34.0,1655.0,0.0,1886.0,3660000.0
1118,,Vasastan,124405,4495000,2.0,42.0,2293.0,0.0,1929.0,5225000.0
1119,,Katarina/Sofia,82738,2995000,2.0,42.0,2277.0,0.0,1927.0,3475000.0
1120,,Östermalm,107075,9525000,4.0,106.0,1845.0,0.0,1896.0,11350000.0
1121,,Kungsholmen,82813,4900000,2.0,64.0,2913.0,0.0,1931.0,5300000.0
1122,,Kungsholmen- kristineberg,103462,2690000,1.0,26.0,1605.0,0.0,1000.0,2690000.0
1123,,,89296,2595000,1.0,35.5,2481.0,0.0,1943.0,3170000.0
1124,,Vasastan/Birkastan,81183,7195000,3.0,93.0,3504.0,0.0,1906.0,7550000.0
1125,,ödermalm,79286,2875000,1.0,42.0,2140.0,0.0,5040.0,3330000.0
1126,,Katarina/Sofia,84737,2895000,2.0,38.0,2106.0,0.0,1929.0,3220000.0
1127,,Vasastan - Tegnérlunden,101507,6850000,3.0,73.0,3243.0,0.0,1885.0,7410000.0
1128,,Kungsholmen,79545,7995000,4.0,110.0,3094.0,0.0,1907.0,8750000.0
1129,,Kungsholmen - Kristinebergs Strand,91127,5995000,3.0,71.0,3702.0,0.0,1998.0,6470000.0
1130,,Kungsholmen,72671,5795000,3.0,80.5,3184.0,0.0,2010.0,5850000.0
1131,,Kungsholmen - Kristineberg,80000,4500000,3.0,60.0,3204.0,0.0,1932.0,4800000.0
1132,,,95789,8500000,4.0,95.0,3814.0,0.0,1888.0,9100000.0
1133,,Kungsholmen - S:t Eriksområdet,81250,4795000,2.0,64.0,4397.0,0.0,1997.0,5200000.0
1134,,Kungsholmen,82927,3150000,2.0,41.0,2191.0,0.0,1933.0,3400000.0
1135,,Östermalm,98810,4250000,2.0,42.0,2383.0,0.0,1940.0,4150000.0
1136,,Vasastan - Odenplan,105862,5495000,2.0,58.0,1549.0,0.0,1885.0,6140000.0
1137,,Kungsholmen/Hornsberg,67516,4995000,3.0,78.5,4525.0,0.0,2015.0,5300000.0
1138,,Östermalm,98295,7495000,3.5,88.0,2634.0,0.0,1939.0,8650000.0
1139,,ödermalm / Katarina/Sofia,77561,2895000,2.0,41.0,2307.0,0.0,1930.0,3180000.0
1140,,Kungsholmen Kristineberg,81429,2595000,1.0,35.0,2481.0,0.0,1931.0,2850000.0
1141,,Vasastan Birkastan,104605,3595000,2.0,38.0,2079.0,0.0,1926.0,3975000.0
1142,,ödermalm Katarina,75862,2900000,2.0,43.5,2534.0,0.0,1931.0,3300000.0
1143,,Kungsholmen,97368,8250000,3.0,95.0,2491.0,0.0,1875.0,9250000.0
1144,,Kungsholmen,100909,2850000,2.0,33.0,2030.0,0.0,1940.0,3330000.0
1145,,Vasastan,92432,3000000,1.0,37.0,2284.0,0.0,1928.0,3420000.0
1146,,Vasastan,82667,5895000,3.0,75.0,3836.0,0.0,1913.0,6200000.0
1147,,Östermalm,104839,5975000,2.0,62.0,1871.0,0.0,1927.0,6500000.0
1148,,Katarina,97143,2795000,2.0,35.0,1861.0,0.0,1938.0,3400000.0
1149,,Vasastan,80612,7750000,4.0,98.0,4759.0,0.0,1980.0,7900000.0
1150,,ödermalm Sofia,84756,3150000,2.0,41.0,2445.0,0.0,1929.0,3475000.0
1151,,Vasastan,140000,3295000,2.0,30.0,2089.0,0.0,1928.0,4200000.0
1152,2019-04-30,Vasastan - Odenplan,88846,4495000,2.0,52.0,859.0,0.0,1885.0,4620000.0
1153,2019-04-30,,84322,9700000,4.0,118.0,4629.0,0.0,1897.0,9950000.0
1154,2019-04-30,ödermalm - Nytorget,90847,4595000,2.0,59.0,3187.0,0.0,1906.0,5360000.0
1155,2019-04-30,Norrmalm,103714,2750000,1.0,35.0,697.0,0.0,4200.0,3630000.0
1156,2019-04-30,Kungsholmen,95455,2640000,1.5,33.0,2031.0,0.0,1940.0,3150000.0
1157,2019-04-30,Kungsholmen,88519,2995000,2.0,40.5,2854.0,0.0,1937.0,3585000.0
1158,2019-04-30,Östermalm,98701,7500000,3.0,77.0,3094.0,0.0,1906.0,7600000.0
1159,2019-04-30,Hagastaden Vasastan,91975,7450000,3.0,81.0,4402.0,0.0,2018.0,7450000.0
1160,2019-04-30,ödermalm,112000,2395000,1.0,25.0,1434.0,0.0,1926.0,2800000.0
1161,2019-04-30,Vasastan,95714,4995000,2.0,56.0,2551.0,0.0,1930.0,5360000.0
1162,2019-04-30,Östermalm,118000,2395000,1.0,25.0,971.0,0.0,1937.0,2950000.0
1163,2019-04-30,Kungsholmen,87077,5095000,2.0,65.0,2873.0,0.0,1898.0,5660000.0
1164,2019-04-29,Vasastan - Birkastan,86000,10995000,4.0,125.0,6572.0,0.0,1908.0,10750000.0
1165,2019-04-29,Östermalm,91667,2995000,1.0,36.0,1735.0,0.0,1929.0,3300000.0
1166,2019-04-29,Kungsholmen Fredhäll,81429,2495000,2.0,35.0,1979.0,0.0,1932.0,2850000.0
1167,2019-04-29,Kungsholmen,100000,6995000,3.0,79.0,2719.0,0.0,1905.0,7900000.0
1168,2019-04-27,Vasastan,71226,7895000,4.0,106.0,5142.0,0.0,1980.0,7550000.0
1169,2019-04-27,Vasastan - City/Norrmalm,105556,2975000,1.0,27.0,2108.0,0.0,1927.0,2850000.0
1170,2019-04-27,Kungsholmen/Hornsbergs strand,85165,6995000,3.0,91.0,3422.0,0.0,1140.0,7750000.0
1171,2019-04-26,Vasastan,125926,2595000,2.0,27.0,355.0,0.0,1905.0,3400000.0
1172,2019-04-26,,80606,2390000,1.0,33.0,1572.0,0.0,1973.0,2660000.0
1173,2019-04-26,Maria,97581,2595000,1.0,31.0,2351.0,0.0,1936.0,3025000.0
1174,2019-04-26,ödermalm,82143,2150000,1.0,28.0,2221.0,0.0,1950.0,2300000.0
1175,2019-04-26,,86207,4595000,2.0,58.0,2926.0,0.0,1929.0,5000000.0
1176,2019-04-26,Kungsholmen,66667,5400000,3.0,81.0,3727.0,0.0,1974.0,5400000.0
1177,2019-04-26,Vasastan Rödabergen,99110,6000000,3.0,73.0,1451.0,0.0,1928.0,7235000.0
1178,2019-04-26,Östermalm/Vasastan,103788,5975000,2.0,66.0,1153.0,0.0,1916.0,6850000.0
1179,2019-04-26,ödermalm / Skanstull,69583,5295000,4.0,84.0,3632.0,0.0,7200.0,5845000.0
1180,2019-04-25,Östermalm,96203,6795000,3.0,79.0,2827.0,0.0,1973.0,7600000.0
1181,2019-04-25,Vasastan,100435,4150000,2.0,46.0,2180.0,0.0,3600.0,4620000.0
1182,2019-04-25,Vasastan/Röda Bergen,75806,4395000,2.0,62.0,3172.0,0.0,6000.0,4700000.0
1183,2019-04-25,irkastan,86404,4995000,2.0,57.0,2303.0,0.0,1921.0,4925000.0
1184,2019-04-25,ödermalm Sofia,99286,2195000,1.0,28.0,1578.0,0.0,1967.0,2780000.0
1185,2019-04-25,Kungsholmen Rådhuset,87500,5995000,3.0,68.0,2156.0,0.0,1888.0,5950000.0
1186,2019-04-25,irkastan,91463,10250000,4.5,123.0,4590.0,0.0,1910.0,11250000.0
1187,2019-04-25,ödermalm - Högalid,73684,3975000,2.0,57.0,3245.0,0.0,6600.0,4200000.0
1188,2019-04-24,Kungsholmen/Marieberg,90893,2095000,1.0,28.0,1562.0,0.0,1944.0,2545000.0
1189,2019-04-24,Vasastan - City/Norrmalm,71429,9000000,5.0,126.0,5737.0,0.0,1949.0,9000000.0
1190,2019-04-24,Kungsholmen,125500,1995000,1.0,20.0,1506.0,0.0,1912.0,2510000.0
1191,2019-04-24,Vasastan,83333,3150000,1.5,39.0,1811.0,0.0,1940.0,3250000.0
1192,2019-04-24,Östermalm,145228,37500000,5.0,241.0,0.0,0.0,1921.0,35000000.0
1193,2019-04-24,Östermalm,96809,9300000,4.0,94.0,3147.0,0.0,1973.0,9100000.0
1194,2019-04-24,Östermalm,112500,4250000,2.0,40.0,1193.0,0.0,1907.0,4500000.0
1195,2019-04-23,Vasastan - City/Norrmalm,92869,4995000,2.0,61.0,3797.0,0.0,1943.0,5665000.0
1196,2019-04-23,Vasastan,99688,3195000,1.0,32.1,1365.0,0.0,1963.0,3200000.0
1197,2019-04-23,ödermalm,92500,2950000,1.0,40.0,4500.0,0.0,1928.0,3700000.0
1198,2019-04-22,Vasastan Birkastan,70000,6500000,4.0,95.0,4298.0,0.0,1986.0,6650000.0
1199,2019-04-22,Vasastan - Birkastan,78056,4295000,2.0,54.0,2783.0,0.0,1913.0,4215000.0
1200,2019-04-22,irkastan Vasastan,79545,7200000,3.5,88.0,3584.0,0.0,1898.0,7000000.0
1201,2019-04-19,,107538,6990000,3.0,65.0,4210.0,0.0,3300.0,6990000.0
1202,2019-04-18,Vasastan - Sibirien,95763,5450000,3.0,59.0,2747.0,0.0,1904.0,5650000.0
1203,2019-04-18,Kungsholmen/Marieberg,72340,2995000,2.0,47.0,2643.0,0.0,1944.0,3400000.0
1204,2019-04-18,Kungsholmen/Norr Mälarstrand,82639,3050000,1.0,36.0,1800.0,0.0,1913.0,2975000.0
1205,2019-04-18,Katarina/Sofia,80000,5150000,3.0,70.0,2649.0,0.0,1913.0,5600000.0
1206,2019-04-18,ödermalm Högalid,95000,2495000,1.0,30.0,2071.0,0.0,1911.0,2850000.0
1207,2019-04-18,Östermalm,127838,17500000,5.0,185.0,5624.0,0.0,1904.0,23650000.0
1208,2019-04-18,City Norrmalm Vasastan,77665,7500000,4.0,98.5,6763.0,0.0,1994.0,7650000.0
1209,2019-04-17,Östermalm / City,153846,7495000,2.0,71.5,666.0,0.0,1972.0,11000000.0
1210,2019-04-17,Kungsholmen,75000,3895000,2.0,54.0,2576.0,0.0,1934.0,4050000.0
1211,2019-04-17,Östermalm,84839,5495000,2.0,62.0,2626.0,0.0,1894.0,5260000.0
1212,2019-04-17,Östermalm,105263,3495000,2.0,38.0,1434.0,0.0,1895.0,4000000.0
1213,2019-04-17,ödermalm - Katarina,81481,3995000,2.0,54.0,3054.0,0.0,1915.0,4400000.0
1214,2019-04-17,Kungsholmen,79310,4500000,2.0,58.0,2270.0,0.0,1932.0,4600000.0
1215,2019-04-17,Hagastaden Vasastan,92949,7450000,3.0,78.0,4543.0,0.0,2016.0,7250000.0
1216,2019-04-17,Vasastan Sibirien,110714,2650000,1.0,28.0,1473.0,0.0,1906.0,3100000.0
1217,2019-04-17,Kungsholmen,98529,2895000,2.0,34.0,1434.0,0.0,1963.0,3350000.0
1218,2019-04-17,Östermalm,149333,23000000,4.0,150.0,5348.0,0.0,1888.0,22400000.0
1219,2019-04-16,Kungsholmen/Norr Mälarstrand,78689,4695000,2.0,61.0,3494.0,0.0,1939.0,4800000.0
1220,2019-04-16,ödermalm,105634,3195000,1.5,35.5,5400.0,0.0,1961.0,3750000.0
1221,2019-04-16,ödermalm Högalid,70886,4995000,3.0,79.0,2820.0,0.0,1969.0,5600000.0
1222,2019-04-16,ödermalm Sofia,113000,2495000,1.0,25.0,4800.0,0.0,1959.0,2825000.0
1223,2019-04-16,ödermalm,75397,4750000,2.0,63.0,2736.0,0.0,1988.0,4750000.0
1224,2019-04-16,Östermalm,102469,8600000,3.0,81.0,3088.0,0.0,1905.0,8300000.0
1225,2019-04-16,Kungsholmen,68000,4995000,3.0,75.0,3398.0,0.0,1929.0,5100000.0
1226,2019-04-16,ödermalm,108750,2295000,1.0,24.0,1286.0,0.0,1931.0,2610000.0
1227,2019-04-16,ödermalm,71429,2895000,1.5,42.0,2799.0,0.0,1929.0,3000000.0
1228,2019-04-16,Vasastan,86957,5775000,3.0,69.0,2653.0,0.0,1929.0,6000000.0
1229,2019-04-15,Kungsholmen,80189,4250000,2.0,53.0,2798.0,0.0,1903.0,4250000.0
1230,2019-04-15,ödermalm Sofia,69701,4700000,4.0,67.0,2640.0,0.0,1993.0,4670000.0
1231,2019-04-15,Östermalm,89474,17500000,6.0,190.0,9401.0,0.0,1905.0,17000000.0
1232,2019-04-14,Katarina,72159,3195000,1.5,44.0,2468.0,0.0,1927.0,3175000.0
1233,2019-04-13,Vasastan - City/Norrmalm,79500,8250000,3.0,100.0,5041.0,0.0,1862.0,7950000.0
1234,2019-04-12,Vasastan - Birkastan,83333,3750000,2.0,45.0,1949.0,0.0,1911.0,3750000.0
1235,2019-04-12,Vasastan,79870,5995000,3.0,77.0,3655.0,0.0,1924.0,6150000.0
1236,2019-04-12,Vasastan - City/Norrmalm,88750,3195000,1.5,36.0,1437.0,0.0,1971.0,3195000.0
1237,2019-04-12,Kungsholmen,96833,2695000,1.0,30.0,1650.0,0.0,5940.0,2905000.0
1238,2019-04-12,Östermalm,106633,5250000,2.0,49.0,1719.0,0.0,1973.0,5225000.0
1239,2019-04-12,Kungsholmen,85000,6495000,3.0,80.0,2253.0,0.0,1928.0,6800000.0
1240,2019-04-12,Östermalm,97917,3490000,2.0,36.0,2291.0,0.0,1929.0,3525000.0
1241,2019-04-12,ödermalm / Hornstull,92800,2850000,1.5,37.5,2264.0,0.0,6888.0,3480000.0
1242,2019-04-12,Kungsholmen Hornsberg,66667,5295000,3.0,84.0,4118.0,0.0,2011.0,5600000.0
1243,2019-04-12,Katarina/Sofia,91667,2595000,1.0,33.0,688.0,0.0,1929.0,3025000.0
1244,2019-04-12,Kungsholmen,83649,8995000,4.0,111.0,5399.0,0.0,1913.0,9285000.0
1245,2019-04-12,Hornstull - Södermalm,94688,2550000,1.0,32.0,1560.0,0.0,1943.0,3030000.0
1246,2019-04-12,Östermalm,105455,5800000,3.0,55.0,1733.0,0.0,2400.0,5800000.0
1247,2019-04-12,Östermalm,117727,12950000,4.0,110.0,2251.0,0.0,1960.0,12950000.0
1248,2019-04-12,Östermalm/Vasastan,102604,4495000,2.0,48.0,2453.0,0.0,1902.0,4925000.0
1249,2019-04-12,Kungsholmen,79947,5950000,4.0,74.8,1683.0,0.0,1190.0,5980000.0
1250,2019-04-11,Kungsholmen,97778,3845000,2.0,45.0,2112.0,0.0,1897.0,4400000.0
1251,2019-04-11,Högalid,58485,3995000,2.0,66.0,2724.0,0.0,9047.0,3860000.0
1252,2019-04-11,Östermalm,96250,3750000,1.5,40.0,1502.0,0.0,1937.0,3850000.0
1253,2019-04-11,Kungsholmen/Kungsholmstorg,81124,7100000,3.0,89.0,2869.0,0.0,1902.0,7220000.0
1255,2019-04-11,ödermalm - Högalid,69767,12900000,5.5,172.0,5776.0,0.0,1906.0,12000000.0
1256,2019-04-11,Vasastan,93239,5495000,2.0,71.0,1923.0,0.0,1973.0,6620000.0
1257,2019-04-11,Nedre Kungsholmen,95789,4200000,2.0,47.5,1112.0,0.0,1930.0,4550000.0
1258,2019-04-11,Vasastan,65972,5490000,2.0,72.0,2977.0,0.0,1960.0,4750000.0
1259,2019-04-11,Kungsholmen,83908,6995000,4.0,87.0,4540.0,0.0,1998.0,7300000.0
1260,2019-04-11,Vasastan,107955,4495000,2.0,48.4,2400.0,0.0,1885.0,5225000.0
1261,2019-04-11,Kungsholmen,77913,7995000,3.0,103.0,3732.0,0.0,1930.0,8025000.0
1262,2019-04-11,ödermalm Högalid,83704,3995000,2.0,54.0,3679.0,0.0,1911.0,4520000.0
1263,2019-04-11,Östermalm,104795,6950000,3.0,73.0,2596.0,0.0,1894.0,7650000.0
1264,2019-04-11,Katarina/Sofia SoFo,87500,3495000,2.0,48.0,2327.0,0.0,1917.0,4200000.0
1265,2019-04-11,Östermalm,109524,11500000,4.0,105.0,3892.0,0.0,1879.0,11500000.0
1266,2019-04-11,ödermalm - Högalid,71560,3900000,2.0,54.5,2614.0,0.0,4600.0,3900000.0
1267,2019-04-11,Östermalm,105556,7900000,2.0,72.0,2660.0,0.0,1889.0,7600000.0
1268,2019-04-11,Östermalm,104018,10500000,4.0,112.0,3500.0,0.0,1967.0,11650000.0
1269,2019-04-11,Vasastan/Norrmalm,90370,6995000,3.0,81.0,3278.0,0.0,1901.0,7320000.0
1270,2019-04-10,Vasastan - S:t Eriksplan,85833,4995000,2.0,60.0,1829.0,0.0,1926.0,5150000.0
1271,2019-04-10,Kungsholmen/Norr Mälarstrand,85821,5250000,2.5,67.0,2945.0,0.0,1929.0,5750000.0
1272,2019-04-10,Kungsholmen,74684,5900000,3.0,79.0,3140.0,0.0,2009.0,5900000.0
1273,2019-04-10,ödermalm-Katarina,104630,2375000,1.0,27.0,1876.0,0.0,1936.0,2825000.0
1274,2019-04-10,ödermalm-Sofia,100000,2550000,1.0,28.0,1578.0,0.0,1967.0,2800000.0
1275,2019-04-10,Vasastan Birkastan,107895,6995000,3.0,76.0,2787.0,0.0,1903.0,8200000.0
1276,2019-04-10,ödermalm Sofia,75000,3150000,1.5,42.0,2295.0,0.0,1929.0,3150000.0
1277,2019-04-10,Vasastan,109259,2595000,1.0,27.0,921.0,0.0,5208.0,2950000.0
1278,2019-04-10,ödermalm,84394,4695000,2.0,66.0,3687.0,0.0,1927.0,5570000.0
1279,,Maria,68800,4950000,3.0,75.0,3347.0,0.0,1988.0,5160000.0
1280,,ödermalm - Sofia,105000,2195000,1.0,25.0,1233.0,0.0,1925.0,2625000.0
1281,,Kungsholmen - Kristineberg,87255,3995000,2.0,51.0,3352.0,0.0,1938.0,4450000.0
1282,,Kungsholmen,89811,4500000,2.0,53.0,2894.0,0.0,2015.0,4760000.0
1283,,Vasastan - Östermalm,103617,4390000,2.0,47.0,1471.0,0.0,1884.0,4870000.0
1284,,,97973,6195000,2.5,74.0,2951.0,0.0,1902.0,7250000.0
1285,,Vasastan - Atlas,94118,2995000,1.5,34.0,1638.0,0.0,1928.0,3200000.0
1286,,Vasastan - Röda Bergen,85949,3395000,1.0,39.5,2431.0,0.0,1925.0,3395000.0
1287,,Vasastan,92378,6995000,3.0,82.0,3128.0,0.0,1881.0,7575000.0
1288,,Vasastan,87692,4995000,3.0,65.0,2827.0,0.0,1931.0,5700000.0
1289,,,63162,4295000,2.0,68.0,4266.0,0.0,5400.0,4295000.0
1290,,Östermalm,108896,18000000,4.0,163.0,6812.0,0.0,1884.0,17750000.0
1291,,ödermalm,81250,2650000,1.0,32.0,2340.0,0.0,1932.0,2600000.0
1292,,Vasastan - Röda Bergen,102381,3950000,2.0,42.0,1705.0,0.0,1926.0,4300000.0
1293,,Kungsholmen,92910,5495000,3.0,67.0,2602.0,0.0,1914.0,6225000.0
1294,,Kungsholmen/Norr Mälarstrand,98361,2595000,1.0,30.5,1939.0,0.0,1931.0,3000000.0
1295,,ödermalm - Mariatorget,76471,5250000,3.0,68.0,3033.0,0.0,6000.0,5200000.0
1296,,Vasastan - S:t Eriksplan,91348,7950000,3.0,89.0,3558.0,0.0,1904.0,8130000.0
1297,,Östermalm / Vasastan,82286,2850000,2.0,35.0,1994.0,0.0,1934.0,2880000.0
1298,,Vasastan,94359,3275000,1.5,39.0,2759.0,0.0,1929.0,3680000.0
1299,,Östermalm,106563,8250000,3.0,80.0,1414.0,0.0,1896.0,8525000.0
1300,,Vasastan,81081,5750000,3.0,74.0,3116.0,0.0,1968.0,6000000.0
1301,,Kungsholmen,72222,3650000,2.0,54.0,2685.0,0.0,1934.0,3900000.0
1302,,ödermalm - Katarina,87857,2850000,1.5,35.0,1489.0,0.0,4800.0,3075000.0
1303,,Östermalm / City,117000,6495000,2.0,55.0,1868.0,0.0,2014.0,6435000.0
1304,,Vasastan,89785,7195000,3.0,93.0,3623.0,0.0,1440.0,8350000.0
1305,,Kungsholmen - Fredhäll,84643,1995000,1.0,28.0,2220.0,0.0,1932.0,2370000.0
1306,,Kungsholmen - Thorildsplan,72000,3780000,2.0,54.0,2648.0,0.0,1926.0,3888000.0
1307,,ödermalm / Sofia,92188,2795000,1.0,32.0,1877.0,0.0,1930.0,2950000.0
1308,,Hornstull,82917,2695000,1.5,36.0,1496.0,0.0,4800.0,2985000.0
1309,,ödermalm- Sofia,103113,2650000,1.0,25.7,1571.0,0.0,4300.0,2650000.0
1310,,ödermalm,78879,8495000,4.0,116.0,5470.0,0.0,9200.0,9150000.0
1311,,Vasastan,89189,5900000,2.0,74.0,2940.0,0.0,1882.0,6600000.0
1312,,Östermalm,117722,8750000,4.0,79.0,3413.0,0.0,1943.0,9300000.0
1313,,Kungsholmen,87879,2395000,1.0,33.0,2609.0,0.0,1932.0,2900000.0
1314,,Vasastan,94149,7995000,4.0,94.0,1822.0,0.0,1922.0,8850000.0
1315,,Kungsholmen - Hornsbergs Strand,62500,5295000,3.0,80.0,4560.0,0.0,6500.0,5000000.0
1316,,,85600,8995000,4.0,125.0,4648.0,0.0,1935.0,10700000.0
1317,,Vasastan - Birkastan,105075,3295000,1.0,33.5,1650.0,0.0,1906.0,3520000.0
1318,,Kungsholmen,93333,3995000,2.0,51.0,2890.0,0.0,1935.0,4760000.0
1319,,Kungsholmen,94940,7500000,3.0,84.0,4588.0,0.0,1920.0,7975000.0
1320,,Kungsholmen - Kristinebergs Strand,87129,8900000,4.0,101.0,6250.0,0.0,1997.0,8800000.0
